ArrayTaskID date     time lead time
0           20050710 1200 168      
1           20050710 1800 168      
2           20050711 0000 168      
3           20050711 0600 168      
4           20050711 1200 168      
5           20050711 1800 168      
6           20050712 0000 168      
7           20050712 0600 168      
8           20050712 1200 168      
9           20050712 1800 168      
10          20050713 0000 168      
11          20050713 0600 168      
12          20050713 1200 168      
13          20050713 1800 168      
14          20050714 0000 168      
15          20050714 0600 168      
16          20050714 1200 168      
17          20050714 1800 162      
18          20050715 0000 156      
19          20050715 0600 150      
20          20050715 1200 144      
21          20050715 1800 138      
22          20050716 0000 132      
23          20050716 0600 126      
24          20050716 1200 120      
25          20050716 1800 114      
26          20050717 0000 108      
27          20050717 0600 102      
28          20050717 1200 96       
29          20050717 1800 90       
30          20050718 0000 84       
31          20050718 0600 78       
32          20050718 1200 72       
33          20050718 1800 66       
34          20050719 0000 60       
35          20050719 0600 54       
36          20050719 1200 48       
37          20050719 1800 42       
38          20050720 0000 36       
39          20050720 0600 30       
40          20050720 1200 24       
41          20050720 1800 18       
42          20050721 0000 12       
43          20050721 0600 6        
