ArrayTaskID date     time lead time
0           20050809 1200 168      
1           20050809 1800 168      
2           20050810 0000 168      
3           20050810 0600 168      
4           20050810 1200 168      
5           20050810 1800 162      
6           20050811 0000 156      
7           20050811 0600 150      
8           20050811 1200 144      
9           20050811 1800 138      
10          20050812 0000 132      
11          20050812 0600 126      
12          20050812 1200 120      
13          20050812 1800 114      
14          20050813 0000 108      
15          20050813 0600 102      
16          20050813 1200 96       
17          20050813 1800 90       
18          20050814 0000 84       
19          20050814 0600 78       
20          20050814 1200 72       
21          20050814 1800 66       
22          20050815 0000 60       
23          20050815 0600 54       
24          20050815 1200 48       
25          20050815 1800 42       
26          20050816 0000 36       
27          20050816 0600 30       
28          20050816 1200 24       
29          20050816 1800 18       
30          20050817 0000 12       
31          20050817 0600 6        
