ArrayTaskID date     time lead time
0           20050113 1200 144      
1           20050113 1800 90       
2           20050113 1800 102      
3           20050113 1800 114      
4           20050113 1800 138      
5           20050114 0000 84       
6           20050114 0000 96       
7           20050114 0000 108      
8           20050114 0000 132      
9           20050114 0600 78       
10          20050114 0600 90       
11          20050114 0600 102      
12          20050114 0600 126      
13          20050114 1200 72       
14          20050114 1200 84       
15          20050114 1200 96       
16          20050114 1200 120      
17          20050114 1800 66       
18          20050114 1800 78       
19          20050114 1800 90       
20          20050114 1800 114      
21          20050115 0000 60       
22          20050115 0000 72       
23          20050115 0000 84       
24          20050115 0000 108      
25          20050115 0600 54       
26          20050115 0600 66       
27          20050115 0600 78       
28          20050115 0600 102      
29          20050115 0600 168      
30          20050115 1200 48       
31          20050115 1200 60       
32          20050115 1200 72       
33          20050115 1200 96       
34          20050115 1200 168      
35          20050115 1800 42       
36          20050115 1800 54       
37          20050115 1800 66       
38          20050115 1800 90       
39          20050115 1800 168      
40          20050116 0000 36       
41          20050116 0000 48       
42          20050116 0000 60       
43          20050116 0000 84       
44          20050116 0000 168      
45          20050116 0600 30       
46          20050116 0600 42       
47          20050116 0600 54       
48          20050116 0600 78       
49          20050116 0600 168      
50          20050116 1200 24       
51          20050116 1200 36       
52          20050116 1200 48       
53          20050116 1200 72       
54          20050116 1200 168      
55          20050116 1800 18       
56          20050116 1800 30       
57          20050116 1800 42       
58          20050116 1800 66       
59          20050116 1800 168      
60          20050117 0000 12       
61          20050117 0000 24       
62          20050117 0000 36       
63          20050117 0000 60       
64          20050117 0000 162      
65          20050117 0000 168      
66          20050117 0600 6        
67          20050117 0600 18       
68          20050117 0600 30       
69          20050117 0600 54       
70          20050117 0600 156      
71          20050117 0600 168      
72          20050117 1200 12       
73          20050117 1200 24       
74          20050117 1200 48       
75          20050117 1200 150      
76          20050117 1200 168      
77          20050117 1800 6        
78          20050117 1800 18       
79          20050117 1800 42       
80          20050117 1800 144      
81          20050117 1800 168      
82          20050118 0000 12       
83          20050118 0000 36       
84          20050118 0000 138      
85          20050118 0000 168      
86          20050118 0600 6        
87          20050118 0600 30       
88          20050118 0600 132      
89          20050118 0600 168      
90          20050118 1200 24       
91          20050118 1200 126      
92          20050118 1200 162      
93          20050118 1800 18       
94          20050118 1800 120      
95          20050118 1800 156      
96          20050119 0000 12       
97          20050119 0000 114      
98          20050119 0000 150      
99          20050119 0600 6        
100         20050119 0600 108      
101         20050119 0600 144      
102         20050119 1200 102      
103         20050119 1200 138      
104         20050119 1800 96       
105         20050119 1800 132      
106         20050120 0000 90       
107         20050120 0000 126      
108         20050120 0600 84       
109         20050120 0600 120      
110         20050120 1200 78       
111         20050120 1200 114      
112         20050120 1800 72       
113         20050120 1800 108      
114         20050121 0000 66       
115         20050121 0000 102      
116         20050121 0600 60       
117         20050121 0600 96       
118         20050121 1200 54       
119         20050121 1200 90       
120         20050121 1800 48       
121         20050121 1800 84       
122         20050122 0000 42       
123         20050122 0000 78       
124         20050122 0000 108      
125         20050122 0600 36       
126         20050122 0600 72       
127         20050122 0600 102      
128         20050122 1200 30       
129         20050122 1200 66       
130         20050122 1200 96       
131         20050122 1800 24       
