ArrayTaskID date     time lead time
0           20051125 0000 114      
1           20051125 0600 108      
2           20051125 1200 102      
3           20051125 1800 96       
4           20051126 0000 90       
5           20051126 0600 84       
6           20051126 0600 168      
7           20051126 1200 78       
8           20051126 1200 168      
9           20051126 1800 72       
10          20051126 1800 168      
11          20051127 0000 66       
12          20051127 0000 168      
13          20051127 0600 60       
14          20051127 0600 162      
15          20051127 1200 54       
16          20051127 1200 156      
17          20051127 1800 48       
18          20051127 1800 150      
19          20051128 0000 42       
20          20051128 0000 144      
21          20051128 0600 36       
22          20051128 0600 138      
23          20051128 1200 30       
24          20051128 1200 132      
25          20051128 1800 24       
26          20051128 1800 126      
27          20051129 0000 18       
28          20051129 0000 120      
29          20051129 0600 12       
30          20051129 0600 114      
31          20051129 0600 168      
32          20051129 1200 6        
33          20051129 1200 108      
34          20051129 1200 168      
35          20051129 1800 102      
36          20051129 1800 168      
37          20051130 0000 96       
38          20051130 0000 168      
39          20051130 0600 90       
40          20051130 0600 168      
41          20051130 1200 84       
42          20051130 1200 168      
43          20051130 1800 78       
44          20051130 1800 168      
45          20051201 0000 72       
46          20051201 0000 168      
47          20051201 0600 66       
48          20051201 0600 168      
49          20051201 1200 60       
50          20051201 1200 168      
51          20051201 1800 54       
52          20051201 1800 168      
53          20051202 0000 48       
54          20051202 0000 168      
55          20051202 0600 42       
56          20051202 0600 168      
57          20051202 1200 36       
58          20051202 1200 168      
59          20051202 1800 30       
60          20051202 1800 168      
61          20051203 0000 24       
62          20051203 0000 162      
63          20051203 0600 18       
64          20051203 0600 156      
65          20051203 1200 12       
66          20051203 1200 150      
67          20051203 1800 6        
68          20051203 1800 144      
69          20051204 0000 138      
70          20051204 0600 132      
71          20051204 0600 168      
72          20051204 1200 126      
73          20051204 1200 168      
74          20051204 1800 120      
75          20051204 1800 168      
76          20051205 0000 114      
77          20051205 0000 168      
78          20051205 0600 108      
79          20051205 0600 168      
80          20051205 1200 102      
81          20051205 1200 168      
82          20051205 1800 96       
83          20051205 1800 168      
84          20051206 0000 90       
85          20051206 0000 162      
86          20051206 0600 84       
87          20051206 0600 156      
88          20051206 1200 78       
89          20051206 1200 150      
90          20051206 1800 72       
91          20051206 1800 144      
92          20051207 0000 66       
93          20051207 0000 138      
94          20051207 0600 60       
95          20051207 0600 132      
96          20051207 1200 54       
97          20051207 1200 126      
98          20051207 1800 48       
99          20051207 1800 120      
100         20051208 0000 42       
101         20051208 0000 114      
102         20051208 0600 36       
103         20051208 0600 108      
104         20051208 1200 30       
105         20051208 1200 102      
106         20051208 1800 24       
107         20051208 1800 96       
108         20051209 0000 18       
109         20051209 0000 90       
110         20051209 0600 12       
111         20051209 0600 84       
112         20051209 1200 6        
113         20051209 1200 78       
114         20051209 1800 72       
115         20051210 0000 66       
116         20051210 0600 60       
117         20051210 1200 54       
118         20051210 1800 48       
119         20051211 0000 42       
120         20051211 0600 36       
121         20051211 1200 30       
122         20051211 1800 24       
123         20051212 0000 18       
124         20051212 0600 12       
125         20051212 1200 6        
126         20051214 1800 168      
127         20051215 0000 168      
128         20051215 0600 168      
129         20051215 1200 138      
130         20051215 1200 168      
131         20051215 1800 132      
132         20051215 1800 168      
133         20051216 0000 126      
134         20051216 0000 168      
135         20051216 0600 120      
136         20051216 0600 168      
137         20051216 1200 114      
138         20051216 1200 168      
139         20051216 1800 108      
140         20051216 1800 168      
141         20051217 0000 102      
142         20051217 0000 168      
143         20051217 0600 96       
144         20051217 0600 162      
145         20051217 1200 90       
146         20051217 1200 156      
147         20051217 1800 84       
148         20051217 1800 150      
149         20051218 0000 78       
150         20051218 0000 144      
151         20051218 0600 72       
152         20051218 0600 138      
153         20051218 1200 66       
154         20051218 1200 132      
155         20051218 1800 60       
156         20051218 1800 126      
157         20051219 0000 54       
158         20051219 0000 120      
159         20051219 0600 48       
160         20051219 0600 114      
161         20051219 1200 42       
162         20051219 1200 108      
163         20051219 1800 36       
164         20051219 1800 102      
165         20051220 0000 30       
166         20051220 0000 96       
167         20051220 0600 24       
168         20051220 0600 90       
169         20051220 1200 18       
170         20051220 1200 84       
171         20051220 1800 12       
172         20051220 1800 78       
173         20051221 0000 6        
174         20051221 0000 72       
175         20051221 0600 66       
176         20051221 1200 60       
177         20051221 1800 54       
178         20051222 0000 48       
179         20051222 0600 42       
180         20051222 1200 36       
181         20051222 1800 30       
182         20051223 0000 24       
183         20051223 0600 18       
184         20051223 1200 12       
185         20051223 1800 6        
186         20051230 0000 168      
187         20051230 0600 168      
188         20051230 1200 168      
189         20051230 1800 168      
190         20051231 0000 168      
191         20051231 0600 168      
192         20051231 1200 168      
193         20051231 1800 168      
194         20060101 0000 162      
195         20060101 0600 156      
196         20060101 1200 150      
197         20060101 1800 144      
198         20060102 0000 138      
199         20060102 0600 132      
200         20060102 1200 126      
201         20060102 1800 120      
202         20060103 0000 114      
203         20060103 0600 108      
204         20060103 1200 102      
205         20060103 1800 96       
206         20060104 0000 90       
207         20060104 0600 84       
208         20060104 1200 78       
209         20060104 1800 72       
210         20060105 0000 66       
211         20060105 0600 60       
212         20060105 1200 54       
213         20060105 1800 48       
214         20060106 0000 42       
215         20060106 0600 36       
216         20060106 1200 30       
217         20060106 1800 24       
218         20060107 0000 18       
219         20060107 0600 12       
220         20060107 1200 6        
