ArrayTaskID date     time lead time
0           20041024 1800 102      
1           20041025 0000 96       
2           20041025 0600 90       
3           20041025 1200 84       
4           20041025 1800 78       
5           20041026 0000 72       
6           20041026 0600 66       
7           20041026 1200 60       
8           20041026 1800 54       
9           20041027 0000 48       
10          20041027 0600 42       
11          20041027 1200 36       
12          20041027 1800 30       
13          20041028 0000 24       
14          20041028 0600 18       
15          20041028 1200 12       
16          20041028 1800 6        
