ArrayTaskID date     time lead time
0           20051008 0600 78       
1           20051008 1200 72       
2           20051008 1800 66       
3           20051009 0000 60       
4           20051009 0600 54       
5           20051009 1200 48       
6           20051009 1800 42       
7           20051010 0000 36       
8           20051010 0600 30       
9           20051010 1200 24       
10          20051010 1800 18       
11          20051011 0000 12       
12          20051011 0600 6        
