ArrayTaskID date     time lead time
0           20050129 0600 168      
1           20050129 1200 168      
2           20050129 1800 168      
3           20050130 0000 162      
4           20050130 0600 156      
5           20050130 1200 150      
6           20050130 1800 144      
7           20050131 0000 138      
8           20050131 0600 132      
9           20050131 1200 126      
10          20050131 1800 120      
11          20050201 0000 114      
12          20050201 0600 108      
13          20050201 1200 102      
14          20050201 1800 96       
15          20050202 0000 90       
16          20050202 0600 84       
17          20050202 1200 78       
18          20050202 1800 72       
19          20050203 0000 66       
20          20050203 0600 60       
21          20050203 1200 54       
22          20050203 1800 48       
23          20050204 0000 42       
24          20050204 0600 36       
25          20050204 1200 30       
26          20050204 1800 24       
27          20050205 0000 18       
28          20050205 0600 12       
29          20050205 1200 6        
