ArrayTaskID date     time lead time
0           20050204 0000 132      
1           20050204 0600 126      
2           20050204 1200 120      
3           20050204 1800 114      
4           20050205 0000 108      
5           20050205 0600 102      
6           20050205 1200 96       
7           20050205 1800 90       
8           20050206 0000 84       
9           20050206 0600 78       
10          20050206 1200 72       
11          20050206 1800 66       
12          20050207 0000 60       
13          20050207 0600 54       
14          20050207 1200 48       
15          20050207 1800 42       
16          20050208 0000 36       
17          20050208 0600 30       
18          20050208 1200 24       
19          20050208 1800 18       
20          20050209 0000 12       
21          20050209 0600 6        
