ArrayTaskID date     time lead time
0           20041221 1200 168      
1           20041221 1800 168      
2           20041222 0000 168      
3           20041222 0600 168      
4           20041222 1200 168      
5           20041222 1800 168      
6           20041223 0000 168      
7           20041223 0600 168      
8           20041223 1200 168      
9           20041223 1800 168      
10          20041224 0000 168      
11          20041224 0600 168      
12          20041224 1200 168      
13          20041224 1800 168      
14          20041225 0000 168      
15          20041225 0600 168      
16          20041225 1200 168      
17          20041225 1800 168      
18          20041226 0000 168      
19          20041226 0600 168      
20          20041226 1200 168      
21          20041226 1800 168      
22          20041227 0000 168      
23          20041227 0600 168      
24          20041227 1200 168      
25          20041227 1800 168      
26          20041228 0000 162      
27          20041228 0600 156      
28          20041228 1200 150      
29          20041228 1800 144      
30          20041229 0000 138      
31          20041229 0600 132      
32          20041229 1200 126      
33          20041229 1800 120      
34          20041230 0000 114      
35          20041230 0600 108      
36          20041230 1200 102      
37          20041230 1800 96       
38          20041231 0000 90       
39          20041231 0600 84       
40          20041231 1200 78       
41          20041231 1800 72       
42          20050101 0000 66       
43          20050101 0600 60       
44          20050101 1200 54       
45          20050101 1800 48       
46          20050102 0000 42       
47          20050102 0600 36       
48          20050102 1200 30       
49          20050102 1800 24       
50          20050103 0000 18       
51          20050103 0600 12       
52          20050103 1200 6        
