ArrayTaskID date     time lead time
0           20041221 1200 144      
1           20041221 1800 138      
2           20041222 0000 132      
3           20041222 0600 126      
4           20041222 1200 120      
5           20041222 1800 114      
6           20041223 0000 108      
7           20041223 0600 102      
8           20041223 1200 96       
9           20041223 1800 90       
10          20041224 0000 84       
11          20041224 0600 78       
12          20041224 1200 72       
13          20041224 1800 66       
14          20041225 0000 60       
15          20041225 0600 54       
16          20041225 1200 48       
17          20041225 1800 42       
18          20041226 0000 36       
19          20041226 0600 30       
20          20041226 1200 24       
21          20041226 1800 18       
22          20041227 0000 12       
23          20041227 0600 6        
