ArrayTaskID date     time lead time
0           20051214 1800 168      
1           20051215 0000 168      
2           20051215 0600 168      
3           20051215 1200 168      
4           20051215 1800 168      
5           20051216 0000 168      
6           20051216 0600 168      
7           20051216 1200 168      
8           20051216 1800 168      
9           20051217 0000 168      
10          20051217 0600 162      
11          20051217 1200 156      
12          20051217 1800 150      
13          20051218 0000 144      
14          20051218 0600 138      
15          20051218 1200 132      
16          20051218 1800 126      
17          20051219 0000 120      
18          20051219 0600 114      
19          20051219 1200 108      
20          20051219 1800 102      
21          20051220 0000 96       
22          20051220 0600 90       
23          20051220 1200 84       
24          20051220 1800 78       
25          20051221 0000 72       
26          20051221 0600 66       
27          20051221 1200 60       
28          20051221 1800 54       
29          20051222 0000 48       
30          20051222 0600 42       
31          20051222 1200 36       
32          20051222 1800 30       
33          20051223 0000 24       
34          20051223 0600 18       
35          20051223 1200 12       
36          20051223 1800 6        
