ArrayTaskID date     time lead time
0           20050728 1200 78       
1           20050728 1800 72       
2           20050729 0000 66       
3           20050729 0600 60       
4           20050729 1200 54       
5           20050729 1800 48       
6           20050730 0000 42       
7           20050730 0600 36       
8           20050730 1200 30       
9           20050730 1800 24       
10          20050731 0000 18       
11          20050731 0600 12       
12          20050731 1200 6        
