ArrayTaskID date     time lead time
0           20051112 0000 168      
1           20051112 0600 168      
2           20051112 1200 168      
3           20051112 1800 168      
4           20051113 0000 168      
5           20051113 0600 168      
6           20051113 1200 168      
7           20051113 1800 168      
8           20051114 0000 162      
9           20051114 0600 156      
10          20051114 1200 150      
11          20051114 1800 144      
12          20051115 0000 138      
13          20051115 0600 132      
14          20051115 1200 126      
15          20051115 1800 120      
16          20051116 0000 114      
17          20051116 0600 108      
18          20051116 1200 102      
19          20051116 1800 96       
20          20051117 0000 90       
21          20051117 0600 84       
22          20051117 1200 78       
23          20051117 1800 72       
24          20051118 0000 66       
25          20051118 0600 60       
26          20051118 1200 54       
27          20051118 1800 48       
28          20051119 0000 42       
29          20051119 0600 36       
30          20051119 1200 30       
31          20051119 1800 24       
32          20051120 0000 18       
33          20051120 0600 12       
34          20051120 1200 6        
