ArrayTaskID date     time lead time
0           20050828 1200 150      
1           20050828 1800 144      
2           20050829 0000 138      
3           20050829 0600 132      
4           20050829 1200 126      
5           20050829 1800 120      
6           20050830 0000 114      
7           20050830 0600 108      
8           20050830 1200 102      
9           20050830 1800 96       
10          20050831 0000 90       
11          20050831 0600 84       
12          20050831 1200 78       
13          20050831 1800 72       
14          20050901 0000 66       
15          20050901 0600 60       
16          20050901 1200 54       
17          20050901 1800 48       
18          20050902 0000 42       
19          20050902 0600 36       
20          20050902 1200 30       
21          20050902 1800 24       
22          20050903 0000 18       
23          20050903 0600 12       
24          20050903 1200 6        
