ArrayTaskID date     time lead time
0           20050319 1200 168      
1           20050319 1800 168      
2           20050320 0000 168      
3           20050320 0600 168      
4           20050320 1200 168      
5           20050320 1800 168      
6           20050321 0000 168      
7           20050321 0600 168      
8           20050321 1200 168      
9           20050321 1800 168      
10          20050322 0000 168      
11          20050322 0600 168      
12          20050322 1200 168      
13          20050322 1800 168      
14          20050323 0000 168      
15          20050323 0600 168      
16          20050323 1200 168      
17          20050323 1800 168      
18          20050324 0000 168      
19          20050324 0600 168      
20          20050324 1200 168      
21          20050324 1800 168      
22          20050325 0000 168      
23          20050325 0600 168      
24          20050325 1200 168      
25          20050325 1800 168      
26          20050326 0000 162      
27          20050326 0600 156      
28          20050326 1200 150      
29          20050326 1800 144      
30          20050327 0000 138      
31          20050327 0600 132      
32          20050327 1200 126      
33          20050327 1800 120      
34          20050328 0000 114      
35          20050328 0600 108      
36          20050328 1200 102      
37          20050328 1800 96       
38          20050329 0000 90       
39          20050329 0600 84       
40          20050329 1200 78       
41          20050329 1800 72       
42          20050330 0000 66       
43          20050330 0600 60       
44          20050330 1200 54       
45          20050330 1800 48       
46          20050331 0000 42       
47          20050331 0600 36       
48          20050331 1200 30       
49          20050331 1800 24       
50          20050401 0000 18       
51          20050401 0600 12       
52          20050401 1200 6        
