ArrayTaskID date     time lead time
0           20050203 1200 102      
1           20050203 1800 96       
2           20050204 0000 90       
3           20050204 0600 84       
4           20050204 1200 78       
5           20050204 1800 72       
6           20050205 0000 66       
7           20050205 0600 60       
8           20050205 1200 54       
9           20050205 1800 48       
10          20050206 0000 42       
11          20050206 0600 36       
12          20050206 1200 30       
13          20050206 1800 24       
14          20050207 0000 18       
15          20050207 0600 12       
16          20050207 1200 6        
