ArrayTaskID date     time lead time
0           20050718 0000 168      
1           20050718 0600 168      
2           20050718 1200 168      
3           20050718 1800 168      
4           20050719 0000 168      
5           20050719 0600 168      
6           20050719 1200 168      
7           20050719 1800 168      
8           20050720 0000 168      
9           20050720 0600 168      
10          20050720 1200 168      
11          20050720 1800 168      
12          20050721 0000 162      
13          20050721 0600 156      
14          20050721 1200 150      
15          20050721 1800 144      
16          20050722 0000 138      
17          20050722 0600 132      
18          20050722 1200 126      
19          20050722 1800 120      
20          20050723 0000 114      
21          20050723 0600 108      
22          20050723 1200 102      
23          20050723 1800 96       
24          20050724 0000 90       
25          20050724 0600 84       
26          20050724 1200 78       
27          20050724 1800 72       
28          20050725 0000 66       
29          20050725 0600 60       
30          20050725 1200 54       
31          20050725 1800 48       
32          20050726 0000 42       
33          20050726 0600 36       
34          20050726 1200 30       
35          20050726 1800 24       
36          20050727 0000 18       
37          20050727 0600 12       
38          20050727 1200 6        
