ArrayTaskID date     time lead time
0           20200119 0600 120      
1           20200119 1200 114      
2           20200119 1800 108      
3           20200120 0000 102      
4           20200120 0600 96       
5           20200120 1200 90       
6           20200120 1800 84       
7           20200121 0000 78       
8           20200121 0600 72       
9           20200121 1200 66       
10          20200121 1800 60       
11          20200122 0000 54       
12          20200122 0600 48       
13          20200122 1200 42       
14          20200122 1800 36       
15          20200123 0000 30       
16          20200123 0600 24       
17          20200123 1200 18       
18          20200123 1800 12       
19          20200124 0000 6        
