ArrayTaskID date     time lead time
0           20021101 1200 150      
1           20021101 1800 144      
2           20021102 0000 138      
3           20021102 0600 132      
4           20021102 1200 126      
5           20021102 1800 120      
6           20021103 0000 114      
7           20021103 0600 108      
8           20021103 1200 102      
9           20021103 1800 96       
10          20021104 0000 90       
11          20021104 0600 84       
12          20021104 1200 78       
13          20021104 1800 72       
14          20021105 0000 66       
15          20021105 0600 60       
16          20021105 1200 54       
17          20021105 1800 48       
18          20021106 0000 42       
19          20021106 0600 36       
20          20021106 1200 30       
21          20021106 1800 24       
22          20021107 0000 18       
23          20021107 0600 12       
24          20021107 1200 6        
25          20021109 1800 66       
26          20021110 0000 60       
27          20021110 0600 54       
28          20021110 1200 48       
29          20021110 1800 42       
30          20021111 0000 36       
31          20021111 0600 30       
32          20021111 1200 24       
33          20021111 1800 18       
34          20021112 0000 12       
35          20021112 0600 6        
36          20021114 0000 54       
37          20021114 0600 48       
38          20021114 1200 42       
39          20021114 1800 36       
40          20021115 0000 30       
41          20021115 0600 24       
42          20021115 1200 18       
43          20021115 1800 12       
44          20021116 0000 6        
45          20021119 0000 168      
46          20021119 0600 168      
47          20021119 1200 168      
48          20021119 1800 162      
49          20021120 0000 156      
50          20021120 0600 150      
51          20021120 1200 144      
52          20021120 1800 138      
53          20021121 0000 132      
54          20021121 0600 126      
55          20021121 1200 120      
56          20021121 1800 114      
57          20021122 0000 108      
58          20021122 0600 102      
59          20021122 1200 96       
60          20021122 1800 90       
61          20021122 1800 138      
62          20021123 0000 84       
63          20021123 0000 132      
64          20021123 0600 78       
65          20021123 0600 126      
66          20021123 1200 72       
67          20021123 1200 120      
68          20021123 1800 66       
69          20021123 1800 114      
70          20021124 0000 60       
71          20021124 0000 108      
72          20021124 0600 54       
73          20021124 0600 102      
74          20021124 1200 48       
75          20021124 1200 96       
76          20021124 1800 42       
77          20021124 1800 90       
78          20021125 0000 36       
79          20021125 0000 84       
80          20021125 0600 30       
81          20021125 0600 78       
82          20021125 1200 24       
83          20021125 1200 72       
84          20021125 1800 18       
85          20021125 1800 66       
86          20021126 0000 12       
87          20021126 0000 60       
88          20021126 0600 6        
89          20021126 0600 54       
90          20021126 1200 48       
91          20021126 1800 42       
92          20021127 0000 36       
93          20021127 0600 30       
94          20021127 1200 24       
95          20021127 1800 18       
96          20021128 0000 12       
97          20021128 0600 6        
98          20021201 0600 168      
99          20021201 1200 168      
100         20021201 1800 168      
101         20021202 0000 168      
102         20021202 0600 168      
103         20021202 1200 168      
104         20021202 1800 168      
105         20021203 0000 168      
106         20021203 0600 168      
107         20021203 1200 168      
108         20021203 1800 168      
109         20021204 0000 168      
110         20021204 0600 168      
111         20021204 1200 168      
112         20021204 1800 168      
113         20021205 0000 162      
114         20021205 0600 156      
115         20021205 1200 150      
116         20021205 1800 144      
117         20021206 0000 138      
118         20021206 0600 132      
119         20021206 1200 126      
120         20021206 1800 120      
121         20021207 0000 114      
122         20021207 0600 108      
123         20021207 1200 102      
124         20021207 1800 96       
125         20021208 0000 90       
126         20021208 0600 84       
127         20021208 1200 78       
128         20021208 1800 72       
129         20021209 0000 66       
130         20021209 0600 60       
131         20021209 1200 54       
132         20021209 1800 48       
133         20021210 0000 42       
134         20021210 0600 36       
135         20021210 1200 30       
136         20021210 1800 24       
137         20021211 0000 18       
138         20021211 0600 12       
139         20021211 1200 6        
140         20021221 0600 108      
141         20021221 1200 102      
142         20021221 1800 96       
143         20021222 0000 90       
144         20021222 0600 84       
145         20021222 1200 78       
146         20021222 1800 72       
147         20021223 0000 66       
148         20021223 0600 60       
149         20021223 1200 54       
150         20021223 1800 48       
151         20021224 0000 42       
152         20021224 0600 36       
153         20021224 1200 30       
154         20021224 1800 24       
155         20021225 0000 18       
156         20021225 0600 12       
157         20021225 1200 6        
