ArrayTaskID date     time lead time
0           20020523 0600 156      
1           20020523 1200 150      
2           20020523 1800 144      
3           20020524 0000 138      
4           20020524 0600 132      
5           20020524 1200 126      
6           20020524 1800 120      
7           20020525 0000 114      
8           20020525 0600 108      
9           20020525 1200 102      
10          20020525 1800 96       
11          20020526 0000 90       
12          20020526 0600 84       
13          20020526 1200 78       
14          20020526 1800 72       
15          20020527 0000 66       
16          20020527 0600 60       
17          20020527 1200 54       
18          20020527 1800 48       
19          20020528 0000 42       
20          20020528 0600 36       
21          20020528 1200 30       
22          20020528 1800 24       
23          20020529 0000 18       
24          20020529 0600 12       
25          20020529 1200 6        
