ArrayTaskID date     time lead time
0           20020508 0600 150      
1           20020508 1200 144      
2           20020508 1800 138      
3           20020509 0000 132      
4           20020509 0600 126      
5           20020509 1200 120      
6           20020509 1800 114      
7           20020510 0000 108      
8           20020510 0600 102      
9           20020510 1200 96       
10          20020510 1800 90       
11          20020511 0000 84       
12          20020511 0600 78       
13          20020511 1200 72       
14          20020511 1800 66       
15          20020512 0000 60       
16          20020512 0600 54       
17          20020512 1200 48       
18          20020512 1800 42       
19          20020513 0000 36       
20          20020513 0600 30       
21          20020513 1200 24       
22          20020513 1800 18       
23          20020514 0000 12       
24          20020514 0600 6        
