ArrayTaskID date     time lead time
0           20020826 0000 150      
1           20020826 0600 144      
2           20020826 1200 138      
3           20020826 1800 132      
4           20020827 0000 126      
5           20020827 0600 120      
6           20020827 1200 114      
7           20020827 1800 108      
8           20020828 0000 102      
9           20020828 0600 96       
10          20020828 1200 90       
11          20020828 1800 84       
12          20020829 0000 78       
13          20020829 0600 72       
14          20020829 1200 66       
15          20020829 1800 60       
16          20020830 0000 54       
17          20020830 0600 48       
18          20020830 1200 42       
19          20020830 1800 36       
20          20020831 0000 30       
21          20020831 0600 24       
22          20020831 1200 18       
23          20020831 1800 12       
24          20020901 0000 6        
