ArrayTaskID date     time lead time
0           20020821 1200 168      
1           20020821 1800 168      
2           20020822 0000 168      
3           20020822 0600 168      
4           20020822 1200 168      
5           20020822 1800 168      
6           20020823 0000 168      
7           20020823 0600 168      
8           20020823 1200 168      
9           20020823 1800 168      
10          20020824 0000 168      
11          20020824 0600 168      
12          20020824 1200 168      
13          20020824 1800 168      
14          20020825 0000 168      
15          20020825 0600 168      
16          20020825 1200 168      
17          20020825 1800 168      
18          20020826 0000 168      
19          20020826 0600 168      
20          20020826 1200 168      
21          20020826 1800 168      
22          20020827 0000 168      
23          20020827 0600 162      
24          20020827 1200 156      
25          20020827 1800 150      
26          20020828 0000 144      
27          20020828 0600 138      
28          20020828 1200 132      
29          20020828 1800 126      
30          20020829 0000 120      
31          20020829 0600 114      
32          20020829 1200 108      
33          20020829 1800 102      
34          20020830 0000 96       
35          20020830 0600 90       
36          20020830 1200 84       
37          20020830 1800 78       
38          20020831 0000 72       
39          20020831 0600 66       
40          20020831 1200 60       
41          20020831 1800 54       
42          20020901 0000 48       
43          20020901 0600 42       
44          20020901 1200 36       
45          20020901 1800 30       
46          20020902 0000 24       
47          20020902 0600 18       
48          20020902 1200 12       
49          20020902 1800 6        
