ArrayTaskID date     time lead time
0           20011004 0600 90       
1           20011004 1200 84       
2           20011004 1800 78       
3           20011005 0000 72       
4           20011005 0600 66       
5           20011005 1200 60       
6           20011005 1800 54       
7           20011006 0000 48       
8           20011006 0600 42       
9           20011006 1200 36       
10          20011006 1800 30       
11          20011007 0000 24       
12          20011007 0600 18       
13          20011007 1200 12       
14          20011007 1800 6        
15          20011024 1800 168      
16          20011025 0000 168      
17          20011025 0600 168      
18          20011025 1200 168      
19          20011025 1800 168      
20          20011026 0000 168      
21          20011026 0600 168      
22          20011026 1200 168      
23          20011026 1800 168      
24          20011027 0000 168      
25          20011027 0600 168      
26          20011027 1200 168      
27          20011027 1800 168      
28          20011028 0000 168      
29          20011028 0600 168      
30          20011028 1200 168      
31          20011028 1800 168      
32          20011029 0000 168      
33          20011029 0600 168      
34          20011029 1200 168      
35          20011029 1800 168      
36          20011030 0000 168      
37          20011030 0600 168      
38          20011030 1200 168      
39          20011030 1800 168      
40          20011031 0000 168      
41          20011031 0600 168      
42          20011031 1200 168      
43          20011031 1800 168      
44          20011101 0000 168      
45          20011101 0600 168      
46          20011101 1200 162      
47          20011101 1800 156      
48          20011102 0000 150      
49          20011102 0600 144      
50          20011102 1200 138      
51          20011102 1800 132      
52          20011103 0000 126      
53          20011103 0600 120      
54          20011103 1200 114      
55          20011103 1800 108      
56          20011104 0000 102      
57          20011104 0600 96       
58          20011104 1200 90       
59          20011104 1800 84       
60          20011105 0000 78       
61          20011105 0600 72       
62          20011105 1200 66       
63          20011105 1800 60       
64          20011106 0000 54       
65          20011106 0600 48       
66          20011106 1200 42       
67          20011106 1800 36       
68          20011107 0000 30       
69          20011107 0600 24       
70          20011107 1200 18       
71          20011107 1800 12       
72          20011108 0000 6        
73          20011116 0000 168      
74          20011116 0600 162      
75          20011116 1200 156      
76          20011116 1800 150      
77          20011117 0000 144      
78          20011117 0600 138      
79          20011117 1200 132      
80          20011117 1800 126      
81          20011118 0000 120      
82          20011118 0600 114      
83          20011118 1200 108      
84          20011118 1800 102      
85          20011119 0000 96       
86          20011119 0600 90       
87          20011119 1200 84       
88          20011119 1800 78       
89          20011120 0000 72       
90          20011120 0600 66       
91          20011120 0600 102      
92          20011120 1200 60       
93          20011120 1200 96       
94          20011120 1800 54       
95          20011120 1800 90       
96          20011121 0000 48       
97          20011121 0000 84       
98          20011121 0600 42       
99          20011121 0600 78       
100         20011121 1200 36       
101         20011121 1200 72       
102         20011121 1800 30       
103         20011121 1800 66       
104         20011122 0000 24       
105         20011122 0000 60       
106         20011122 0600 18       
107         20011122 0600 54       
108         20011122 1200 12       
109         20011122 1200 48       
110         20011122 1800 6        
111         20011122 1800 42       
112         20011123 0000 36       
113         20011123 0600 30       
114         20011123 1200 24       
115         20011123 1800 18       
116         20011124 0000 12       
117         20011124 0600 6        
118         20011125 0000 168      
119         20011125 0600 168      
120         20011125 1200 168      
121         20011125 1800 168      
122         20011126 0000 168      
123         20011126 0600 168      
124         20011126 1200 168      
125         20011126 1800 168      
126         20011127 0000 168      
127         20011127 0600 168      
128         20011127 1200 168      
129         20011127 1800 168      
130         20011128 0000 168      
131         20011128 0600 168      
132         20011128 1200 168      
133         20011128 1800 168      
134         20011129 0000 168      
135         20011129 0600 168      
136         20011129 1200 168      
137         20011129 1800 168      
138         20011130 0000 90       
139         20011130 0000 168      
140         20011130 0600 84       
141         20011130 0600 168      
142         20011130 1200 78       
143         20011130 1200 168      
144         20011130 1800 72       
145         20011130 1800 168      
146         20011201 0000 66       
147         20011201 0000 168      
148         20011201 0600 60       
149         20011201 0600 168      
150         20011201 1200 54       
151         20011201 1200 168      
152         20011201 1800 48       
153         20011201 1800 168      
154         20011202 0000 42       
155         20011202 0000 168      
156         20011202 0600 36       
157         20011202 0600 168      
158         20011202 1200 30       
159         20011202 1200 168      
160         20011202 1800 24       
161         20011202 1800 162      
162         20011203 0000 18       
163         20011203 0000 156      
164         20011203 0600 12       
165         20011203 0600 150      
166         20011203 1200 6        
167         20011203 1200 144      
168         20011203 1800 138      
169         20011204 0000 132      
170         20011204 0600 126      
171         20011204 1200 120      
172         20011204 1800 114      
173         20011205 0000 108      
174         20011205 0600 102      
175         20011205 1200 96       
176         20011205 1800 90       
177         20011206 0000 84       
178         20011206 0600 78       
179         20011206 1200 72       
180         20011206 1800 66       
181         20011207 0000 60       
182         20011207 0600 54       
183         20011207 1200 48       
184         20011207 1800 42       
185         20011208 0000 36       
186         20011208 0600 30       
187         20011208 1200 24       
188         20011208 1800 18       
189         20011209 0000 12       
190         20011209 0600 6        
191         20011228 1200 168      
192         20011228 1800 168      
193         20011229 0000 168      
194         20011229 0600 168      
195         20011229 1200 168      
196         20011229 1800 168      
197         20011230 0000 114      
198         20011230 0000 168      
199         20011230 0600 108      
200         20011230 0600 162      
201         20011230 1200 102      
202         20011230 1200 156      
203         20011230 1800 96       
204         20011230 1800 150      
205         20011231 0000 90       
206         20011231 0000 144      
207         20011231 0600 84       
208         20011231 0600 138      
209         20011231 1200 78       
210         20011231 1200 132      
211         20011231 1800 72       
212         20011231 1800 126      
213         20020101 0000 66       
214         20020101 0000 120      
215         20020101 0600 60       
216         20020101 0600 114      
217         20020101 1200 54       
218         20020101 1200 108      
219         20020101 1800 48       
220         20020101 1800 102      
221         20020102 0000 42       
222         20020102 0000 96       
223         20020102 0600 36       
224         20020102 0600 90       
225         20020102 1200 30       
226         20020102 1200 84       
227         20020102 1800 24       
228         20020102 1800 78       
229         20020103 0000 18       
230         20020103 0000 72       
231         20020103 0600 12       
232         20020103 0600 66       
233         20020103 1200 6        
234         20020103 1200 60       
235         20020103 1800 54       
236         20020104 0000 48       
237         20020104 0600 42       
238         20020104 1200 36       
239         20020104 1800 30       
240         20020105 0000 24       
241         20020105 0600 18       
242         20020105 1200 12       
243         20020105 1800 6        
244         20020108 0600 138      
245         20020108 1200 132      
246         20020108 1800 126      
247         20020109 0000 120      
248         20020109 0600 114      
249         20020109 1200 108      
250         20020109 1800 102      
251         20020110 0000 96       
252         20020110 0600 90       
253         20020110 1200 84       
254         20020110 1800 78       
255         20020111 0000 72       
256         20020111 0600 66       
257         20020111 1200 60       
258         20020111 1800 54       
259         20020112 0000 48       
260         20020112 0600 42       
261         20020112 1200 36       
262         20020112 1800 30       
263         20020113 0000 24       
264         20020113 0600 18       
265         20020113 1200 12       
266         20020113 1800 6        
267         20020116 1200 168      
268         20020116 1800 168      
269         20020117 0000 168      
270         20020117 0600 168      
271         20020117 1200 168      
272         20020117 1800 168      
273         20020118 0000 168      
274         20020118 0600 168      
275         20020118 1200 168      
276         20020118 1800 168      
277         20020119 0000 168      
278         20020119 0600 168      
279         20020119 1200 168      
280         20020119 1800 168      
281         20020120 0000 168      
282         20020120 0600 168      
283         20020120 1200 168      
284         20020120 1800 168      
285         20020121 0000 168      
286         20020121 0600 168      
287         20020121 1200 168      
288         20020121 1800 162      
289         20020122 0000 156      
290         20020122 0600 150      
291         20020122 1200 144      
292         20020122 1200 168      
293         20020122 1800 138      
294         20020122 1800 168      
295         20020123 0000 132      
296         20020123 0000 168      
297         20020123 0600 126      
298         20020123 0600 162      
299         20020123 1200 120      
