ArrayTaskID date     time lead time
0           20020709 1200 168      
1           20020709 1800 168      
2           20020710 0000 162      
3           20020710 0600 156      
4           20020710 1200 150      
5           20020710 1800 144      
6           20020711 0000 138      
7           20020711 0600 132      
8           20020711 1200 126      
9           20020711 1800 120      
10          20020712 0000 114      
11          20020712 0600 108      
12          20020712 1200 102      
13          20020712 1800 96       
14          20020713 0000 90       
15          20020713 0600 84       
16          20020713 1200 78       
17          20020713 1800 72       
18          20020714 0000 66       
19          20020714 0600 60       
20          20020714 1200 54       
21          20020714 1800 48       
22          20020715 0000 42       
23          20020715 0600 36       
24          20020715 1200 30       
25          20020715 1800 24       
26          20020716 0000 18       
27          20020716 0600 12       
28          20020716 1200 6        
