ArrayTaskID date     time lead time
0           20020707 1800 138      
1           20020708 0000 132      
2           20020708 0600 126      
3           20020708 1200 120      
4           20020708 1800 114      
5           20020709 0000 108      
6           20020709 0600 102      
7           20020709 1200 96       
8           20020709 1800 90       
9           20020710 0000 84       
10          20020710 0600 78       
11          20020710 1200 72       
12          20020710 1800 66       
13          20020711 0000 60       
14          20020711 0600 54       
15          20020711 1200 48       
16          20020711 1800 42       
17          20020712 0000 36       
18          20020712 0600 30       
19          20020712 1200 24       
20          20020712 1800 18       
21          20020713 0000 12       
22          20020713 0600 6        
