ArrayTaskID date     time lead time
0           20090124 0000 102      
1           20090124 0600 96       
2           20090124 1200 90       
3           20090124 1800 84       
4           20090125 0000 78       
5           20090125 0600 72       
6           20090125 1200 66       
7           20090125 1800 60       
8           20090126 0000 54       
9           20090126 0600 48       
10          20090126 1200 42       
11          20090126 1800 36       
12          20090127 0000 30       
13          20090127 0600 24       
14          20090127 1200 18       
15          20090127 1800 12       
16          20090128 0000 6        
