ArrayTaskID date     time lead time
0           20141105 0000 102      
1           20141105 0600 96       
2           20141105 1200 90       
3           20141105 1800 84       
4           20141106 0000 78       
5           20141106 0600 72       
6           20141106 1200 66       
7           20141106 1800 60       
8           20141107 0000 54       
9           20141107 0600 48       
10          20141107 1200 42       
11          20141107 1800 36       
12          20141108 0000 30       
13          20141108 0600 24       
14          20141108 1200 18       
15          20141108 1800 12       
16          20141109 0000 6        
