ArrayTaskID date     time lead time
0           20140124 0600 168      
1           20140124 1200 168      
2           20140124 1800 163      
3           20140125 0000 157      
4           20140125 0600 151      
5           20140125 1200 145      
6           20140125 1800 139      
7           20140126 0000 133      
8           20140126 0600 127      
9           20140126 1200 121      
10          20140126 1800 115      
11          20140127 0000 109      
12          20140127 0600 103      
13          20140127 1200 97       
14          20140127 1800 91       
15          20140128 0000 85       
16          20140128 0600 79       
17          20140128 1200 73       
18          20140128 1800 67       
19          20140129 0000 61       
20          20140129 0600 55       
21          20140129 1200 49       
22          20140129 1800 43       
23          20140130 0000 37       
24          20140130 0600 31       
25          20140130 1200 25       
26          20140130 1800 19       
27          20140131 0000 13       
28          20140131 0600 7        
