ArrayTaskID date     time lead time
0           19830616 0000 168      
1           19830616 0600 168      
2           19830616 1200 168      
3           19830616 1800 168      
4           19830617 0000 168      
5           19830617 0600 168      
6           19830617 1200 168      
7           19830617 1800 168      
8           19830618 0000 168      
9           19830618 0600 168      
10          19830618 1200 168      
11          19830618 1800 168      
12          19830619 0000 168      
13          19830619 0600 168      
14          19830619 1200 168      
15          19830619 1800 168      
16          19830620 0000 168      
17          19830620 0600 168      
18          19830620 1200 168      
19          19830620 1800 162      
20          19830621 0000 156      
21          19830621 0600 150      
22          19830621 1200 144      
23          19830621 1800 138      
24          19830622 0000 132      
25          19830622 0600 126      
26          19830622 1200 120      
27          19830622 1800 114      
28          19830623 0000 108      
29          19830623 0600 102      
30          19830623 1200 96       
31          19830623 1800 90       
32          19830624 0000 84       
33          19830624 0600 78       
34          19830624 1200 72       
35          19830624 1800 66       
36          19830625 0000 60       
37          19830625 0600 54       
38          19830625 1200 48       
39          19830625 1800 42       
40          19830626 0000 36       
41          19830626 0600 30       
42          19830626 1200 24       
43          19830626 1800 18       
44          19830627 0000 12       
45          19830627 0600 6        
