ArrayTaskID date     time lead time
0           19830906 0600 168      
1           19830906 1200 168      
2           19830906 1800 168      
3           19830907 0000 168      
4           19830907 0600 168      
5           19830907 1200 168      
6           19830907 1800 162      
7           19830908 0000 156      
8           19830908 0600 150      
9           19830908 1200 144      
10          19830908 1800 138      
11          19830909 0000 132      
12          19830909 0600 126      
13          19830909 1200 120      
14          19830909 1800 114      
15          19830910 0000 108      
16          19830910 0600 102      
17          19830910 1200 96       
18          19830910 1800 90       
19          19830911 0000 84       
20          19830911 0600 78       
21          19830911 1200 72       
22          19830911 1800 66       
23          19830912 0000 60       
24          19830912 0600 54       
25          19830912 1200 48       
26          19830912 1800 42       
27          19830913 0000 36       
28          19830913 0600 30       
29          19830913 1200 24       
30          19830913 1800 18       
31          19830914 0000 12       
32          19830914 0600 6        
