ArrayTaskID date     time lead time
0           19830521 0000 168      
1           19830521 0600 168      
2           19830521 1200 168      
3           19830521 1800 162      
4           19830522 0000 156      
5           19830522 0600 150      
6           19830522 1200 144      
7           19830522 1800 138      
8           19830523 0000 132      
9           19830523 0600 126      
10          19830523 1200 120      
11          19830523 1800 114      
12          19830524 0000 108      
13          19830524 0600 102      
14          19830524 1200 96       
15          19830524 1800 90       
16          19830525 0000 84       
17          19830525 0600 78       
18          19830525 1200 72       
19          19830525 1800 66       
20          19830526 0000 60       
21          19830526 0600 54       
22          19830526 1200 48       
23          19830526 1800 42       
24          19830527 0000 36       
25          19830527 0600 30       
26          19830527 1200 24       
27          19830527 1800 18       
28          19830528 0000 12       
29          19830528 0600 6        
