ArrayTaskID date     time lead time
0           19830705 1800 150      
1           19830706 0000 144      
2           19830706 0600 138      
3           19830706 1200 132      
4           19830706 1800 126      
5           19830707 0000 120      
6           19830707 0600 114      
7           19830707 1200 108      
8           19830707 1800 102      
9           19830708 0000 96       
10          19830708 0600 90       
11          19830708 1200 84       
12          19830708 1800 78       
13          19830709 0000 72       
14          19830709 0600 66       
15          19830709 1200 60       
16          19830709 1800 54       
17          19830710 0000 48       
18          19830710 0600 42       
19          19830710 1200 36       
20          19830710 1800 30       
21          19830711 0000 24       
22          19830711 0600 18       
23          19830711 1200 12       
24          19830711 1800 6        
