ArrayTaskID date     time lead time
0           19830227 1200 162      
1           19830227 1800 156      
2           19830228 0000 150      
3           19830228 0600 144      
4           19830228 1200 138      
5           19830228 1800 132      
6           19830301 0000 126      
7           19830301 0600 120      
8           19830301 1200 114      
9           19830301 1800 108      
10          19830302 0000 102      
11          19830302 0600 96       
12          19830302 1200 90       
13          19830302 1800 84       
14          19830303 0000 78       
15          19830303 0600 72       
16          19830303 1200 66       
17          19830303 1800 60       
18          19830304 0000 54       
19          19830304 0600 48       
20          19830304 1200 42       
21          19830304 1800 36       
22          19830305 0000 30       
23          19830305 0600 24       
24          19830305 1200 18       
25          19830305 1800 12       
26          19830306 0000 6        
