ArrayTaskID date     time lead time
0           19821129 1200 168      
1           19821129 1800 168      
2           19821130 0000 168      
3           19821130 0600 168      
4           19821130 1200 168      
5           19821130 1800 168      
6           19821201 0000 168      
7           19821201 0600 168      
8           19821201 1200 168      
9           19821201 1800 168      
10          19821202 0000 168      
11          19821202 0600 168      
12          19821202 1200 162      
13          19821202 1800 156      
14          19821203 0000 150      
15          19821203 0600 144      
16          19821203 1200 138      
17          19821203 1800 132      
18          19821204 0000 126      
19          19821204 0600 120      
20          19821204 1200 114      
21          19821204 1800 108      
22          19821205 0000 102      
23          19821205 0600 96       
24          19821205 1200 90       
25          19821205 1800 84       
26          19821206 0000 78       
27          19821206 0600 72       
28          19821206 1200 66       
29          19821206 1800 60       
30          19821207 0000 54       
31          19821207 0600 48       
32          19821207 1200 42       
33          19821207 1800 36       
34          19821208 0000 30       
35          19821208 0600 24       
36          19821208 1200 18       
37          19821208 1800 12       
38          19821209 0000 6        
