ArrayTaskID date     time lead time
0           19821210 0000 168      
1           19821210 0600 168      
2           19821210 1200 168      
3           19821210 1800 168      
4           19821211 0000 168      
5           19821211 0600 168      
6           19821211 1200 168      
7           19821211 1800 162      
8           19821212 0000 156      
9           19821212 0600 150      
10          19821212 1200 144      
11          19821212 1800 138      
12          19821213 0000 132      
13          19821213 0600 126      
14          19821213 1200 120      
15          19821213 1800 114      
16          19821214 0000 108      
17          19821214 0600 102      
18          19821214 1200 96       
19          19821214 1800 90       
20          19821215 0000 84       
21          19821215 0600 78       
22          19821215 1200 72       
23          19821215 1800 66       
24          19821216 0000 60       
25          19821216 0600 54       
26          19821216 1200 48       
27          19821216 1800 42       
28          19821217 0000 36       
29          19821217 0600 30       
30          19821217 1200 24       
31          19821217 1800 18       
32          19821218 0000 12       
33          19821218 0600 6        
