ArrayTaskID date     time lead time
0           20220424 0000 108      
1           20220424 0600 102      
2           20220424 1200 96       
3           20220424 1800 90       
4           20220425 0000 84       
5           20220425 0600 78       
6           20220425 1200 72       
7           20220425 1800 66       
8           20220426 0000 60       
9           20220426 0600 54       
10          20220426 1200 48       
11          20220426 1800 42       
12          20220427 0000 36       
13          20220427 0600 30       
14          20220427 1200 24       
15          20220427 1800 18       
16          20220428 0000 12       
17          20220428 0600 6        
