ArrayTaskID date     time lead time
0           20220404 0600 126      
1           20220404 1200 120      
2           20220404 1800 114      
3           20220405 0000 108      
4           20220405 0600 102      
5           20220405 1200 96       
6           20220405 1800 90       
7           20220406 0000 84       
8           20220406 0600 78       
9           20220406 1200 72       
10          20220406 1800 66       
11          20220407 0000 60       
12          20220407 0600 54       
13          20220407 1200 48       
14          20220407 1800 42       
15          20220408 0000 36       
16          20220408 0600 30       
17          20220408 1200 24       
18          20220408 1800 18       
19          20220409 0000 12       
20          20220409 0600 6        
