ArrayTaskID date     time lead time
0           20211119 0600 150      
1           20211119 1200 144      
2           20211119 1800 138      
3           20211120 0000 132      
4           20211120 0600 126      
5           20211120 1200 120      
6           20211120 1800 114      
7           20211121 0000 108      
8           20211121 0600 102      
9           20211121 1200 96       
10          20211121 1800 90       
11          20211122 0000 84       
12          20211122 0600 78       
13          20211122 1200 72       
14          20211122 1800 66       
15          20211123 0000 60       
16          20211123 0600 54       
17          20211123 1200 48       
18          20211123 1800 42       
19          20211124 0000 36       
20          20211124 0600 30       
21          20211124 1200 24       
22          20211124 1800 18       
23          20211125 0000 12       
24          20211125 0600 6        
