ArrayTaskID date     time lead time
0           20030923 1800 168      
1           20030924 0000 168      
2           20030924 0600 168      
3           20030924 1200 168      
4           20030924 1800 168      
5           20030925 0000 168      
6           20030925 0600 168      
7           20030925 1200 168      
8           20030925 1800 168      
9           20030926 0000 168      
10          20030926 0600 168      
11          20030926 1200 168      
12          20030926 1800 162      
13          20030927 0000 156      
14          20030927 0600 150      
15          20030927 1200 144      
16          20030927 1800 138      
17          20030928 0000 132      
18          20030928 0600 126      
19          20030928 1200 120      
20          20030928 1800 114      
21          20030929 0000 108      
22          20030929 0600 102      
23          20030929 1200 96       
24          20030929 1800 90       
25          20030930 0000 84       
26          20030930 0600 78       
27          20030930 1200 72       
28          20030930 1800 66       
29          20031001 0000 60       
30          20031001 0600 54       
31          20031001 1200 48       
32          20031001 1800 42       
33          20031002 0000 36       
34          20031002 0600 30       
35          20031002 1200 24       
36          20031002 1800 18       
37          20031003 0000 12       
38          20031003 0600 6        
