ArrayTaskID date     time lead time
0           20030828 0600 168      
1           20030828 1200 168      
2           20030828 1800 168      
3           20030829 0000 168      
4           20030829 0600 168      
5           20030829 1200 168      
6           20030829 1800 168      
7           20030830 0000 162      
8           20030830 0600 156      
9           20030830 1200 150      
10          20030830 1800 144      
11          20030831 0000 138      
12          20030831 0600 132      
13          20030831 1200 126      
14          20030831 1800 120      
15          20030901 0000 114      
16          20030901 0600 108      
17          20030901 1200 102      
18          20030901 1800 96       
19          20030902 0000 90       
20          20030902 0600 84       
21          20030902 1200 78       
22          20030902 1800 72       
23          20030903 0000 66       
24          20030903 0600 60       
25          20030903 1200 54       
26          20030903 1800 48       
27          20030904 0000 42       
28          20030904 0600 36       
29          20030904 1200 30       
30          20030904 1800 24       
31          20030905 0000 18       
32          20030905 0600 12       
33          20030905 1200 6        
