ArrayTaskID date     time lead time
0           20030403 1800 120      
1           20030404 0000 114      
2           20030404 0600 108      
3           20030404 1200 102      
4           20030404 1800 96       
5           20030405 0000 90       
6           20030405 0600 84       
7           20030405 1200 78       
8           20030405 1800 72       
9           20030406 0000 66       
10          20030406 0600 60       
11          20030406 1200 54       
12          20030406 1800 48       
13          20030407 0000 42       
14          20030407 0600 36       
15          20030407 1200 30       
16          20030407 1800 24       
17          20030408 0000 18       
18          20030408 0600 12       
19          20030408 0600 168      
20          20030408 1200 6        
21          20030408 1200 168      
22          20030408 1800 168      
23          20030409 0000 168      
24          20030409 0600 168      
25          20030409 1200 168      
26          20030409 1800 168      
27          20030410 0000 168      
28          20030410 0600 168      
29          20030410 1200 168      
30          20030410 1800 168      
31          20030411 0000 168      
32          20030411 0600 168      
33          20030411 1200 168      
34          20030411 1800 168      
35          20030412 0000 168      
36          20030412 0600 168      
37          20030412 1200 168      
38          20030412 1800 168      
39          20030413 0000 60       
40          20030413 0000 168      
41          20030413 0600 54       
42          20030413 0600 168      
43          20030413 1200 48       
44          20030413 1200 168      
45          20030413 1800 42       
46          20030413 1800 168      
47          20030414 0000 36       
48          20030414 0000 168      
49          20030414 0600 30       
50          20030414 0600 168      
51          20030414 1200 24       
52          20030414 1200 168      
53          20030414 1800 18       
54          20030414 1800 168      
55          20030415 0000 12       
56          20030415 0000 168      
57          20030415 0600 6        
58          20030415 0600 168      
59          20030415 1200 168      
60          20030415 1800 168      
61          20030416 0000 168      
62          20030416 0600 168      
63          20030416 1200 168      
64          20030416 1800 168      
65          20030417 0000 168      
66          20030417 0600 168      
67          20030417 1200 168      
68          20030417 1800 168      
69          20030418 0000 168      
70          20030418 0600 168      
71          20030418 1200 168      
72          20030418 1800 162      
73          20030418 1800 168      
74          20030419 0000 156      
75          20030419 0000 168      
76          20030419 0600 150      
77          20030419 0600 168      
78          20030419 1200 144      
79          20030419 1200 168      
80          20030419 1800 138      
81          20030419 1800 168      
82          20030420 0000 132      
83          20030420 0000 168      
84          20030420 0600 126      
85          20030420 0600 168      
86          20030420 1200 120      
87          20030420 1200 168      
88          20030420 1800 114      
89          20030420 1800 162      
90          20030421 0000 108      
91          20030421 0000 156      
92          20030421 0600 102      
93          20030421 0600 150      
94          20030421 1200 96       
95          20030421 1200 144      
96          20030421 1800 90       
97          20030421 1800 138      
98          20030422 0000 84       
99          20030422 0000 132      
100         20030422 0600 78       
101         20030422 0600 126      
102         20030422 1200 72       
103         20030422 1200 120      
104         20030422 1800 66       
105         20030422 1800 114      
106         20030423 0000 60       
107         20030423 0000 108      
108         20030423 0600 54       
109         20030423 0600 102      
110         20030423 1200 48       
111         20030423 1200 96       
112         20030423 1800 42       
113         20030423 1800 90       
114         20030424 0000 36       
115         20030424 0000 84       
116         20030424 0600 30       
117         20030424 0600 78       
118         20030424 1200 24       
119         20030424 1200 72       
120         20030424 1800 18       
121         20030424 1800 66       
122         20030425 0000 12       
123         20030425 0000 60       
124         20030425 0600 6        
125         20030425 0600 54       
126         20030425 1200 48       
127         20030425 1800 42       
128         20030426 0000 36       
129         20030426 0600 30       
130         20030426 1200 24       
131         20030426 1800 18       
132         20030427 0000 12       
133         20030427 0600 6        
134         20030501 1800 168      
135         20030502 0000 168      
136         20030502 0600 168      
137         20030502 1200 168      
138         20030502 1800 168      
139         20030503 0000 168      
140         20030503 0600 168      
141         20030503 1200 168      
142         20030503 1800 168      
143         20030504 0000 168      
144         20030504 0600 168      
145         20030504 1200 168      
146         20030504 1800 168      
147         20030505 0000 168      
148         20030505 0600 168      
149         20030505 1200 168      
150         20030505 1800 168      
151         20030506 0000 168      
152         20030506 0600 168      
153         20030506 1200 162      
154         20030506 1800 156      
155         20030507 0000 150      
156         20030507 0600 144      
157         20030507 1200 138      
158         20030507 1800 132      
159         20030508 0000 126      
160         20030508 0600 120      
161         20030508 1200 114      
162         20030508 1200 168      
163         20030508 1800 108      
164         20030508 1800 168      
165         20030509 0000 102      
166         20030509 0000 168      
167         20030509 0600 96       
168         20030509 0600 168      
169         20030509 1200 90       
170         20030509 1200 168      
171         20030509 1800 84       
172         20030509 1800 168      
173         20030510 0000 78       
174         20030510 0000 168      
175         20030510 0600 72       
176         20030510 0600 168      
177         20030510 1200 66       
178         20030510 1200 168      
179         20030510 1800 60       
180         20030510 1800 168      
181         20030511 0000 54       
182         20030511 0000 168      
183         20030511 0600 48       
184         20030511 0600 168      
185         20030511 1200 42       
186         20030511 1200 168      
187         20030511 1800 36       
188         20030511 1800 168      
189         20030512 0000 30       
190         20030512 0000 168      
191         20030512 0600 24       
192         20030512 0600 168      
193         20030512 1200 18       
194         20030512 1200 168      
195         20030512 1800 12       
196         20030512 1800 168      
197         20030513 0000 6        
198         20030513 0000 162      
199         20030513 0600 156      
200         20030513 1200 150      
201         20030513 1800 144      
202         20030514 0000 138      
203         20030514 0600 132      
204         20030514 1200 126      
205         20030514 1800 120      
206         20030515 0000 114      
207         20030515 0600 108      
208         20030515 1200 102      
209         20030515 1800 96       
210         20030516 0000 90       
211         20030516 0600 84       
212         20030516 1200 78       
213         20030516 1800 72       
214         20030517 0000 66       
215         20030517 0000 120      
216         20030517 0600 60       
217         20030517 0600 114      
218         20030517 1200 54       
219         20030517 1200 108      
220         20030517 1800 48       
221         20030517 1800 102      
222         20030518 0000 42       
223         20030518 0000 96       
224         20030518 0000 168      
225         20030518 0600 36       
226         20030518 0600 90       
227         20030518 0600 168      
228         20030518 1200 30       
229         20030518 1200 84       
230         20030518 1200 168      
231         20030518 1800 24       
232         20030518 1800 78       
233         20030518 1800 168      
234         20030519 0000 18       
235         20030519 0000 72       
236         20030519 0000 168      
237         20030519 0600 12       
238         20030519 0600 66       
239         20030519 0600 168      
240         20030519 1200 6        
241         20030519 1200 60       
242         20030519 1200 168      
243         20030519 1800 54       
244         20030519 1800 162      
245         20030519 1800 168      
246         20030520 0000 48       
247         20030520 0000 156      
248         20030520 0000 168      
249         20030520 0600 42       
250         20030520 0600 150      
251         20030520 0600 168      
252         20030520 1200 36       
253         20030520 1200 144      
254         20030520 1200 168      
255         20030520 1800 30       
256         20030520 1800 138      
257         20030520 1800 168      
258         20030521 0000 24       
259         20030521 0000 132      
260         20030521 0000 168      
261         20030521 0600 18       
262         20030521 0600 126      
263         20030521 0600 168      
264         20030521 1200 12       
265         20030521 1200 120      
266         20030521 1200 162      
267         20030521 1800 6        
268         20030521 1800 114      
269         20030521 1800 156      
270         20030522 0000 108      
271         20030522 0000 150      
272         20030522 0600 102      
273         20030522 0600 144      
274         20030522 1200 96       
275         20030522 1200 138      
276         20030522 1800 90       
277         20030522 1800 132      
278         20030523 0000 84       
279         20030523 0000 126      
280         20030523 0600 78       
281         20030523 0600 120      
282         20030523 1200 72       
283         20030523 1200 114      
284         20030523 1800 66       
285         20030523 1800 108      
286         20030524 0000 60       
287         20030524 0000 102      
288         20030524 0600 54       
289         20030524 0600 96       
290         20030524 0600 168      
