ArrayTaskID date     time lead time
0           20031117 1200 18       
1           20031117 1200 48       
2           20031117 1200 168      
3           20031117 1800 12       
4           20031117 1800 42       
5           20031117 1800 168      
6           20031118 0000 6        
7           20031118 0000 36       
8           20031118 0000 168      
9           20031118 0600 30       
10          20031118 0600 168      
11          20031118 1200 24       
12          20031118 1200 168      
13          20031118 1800 18       
14          20031118 1800 168      
15          20031119 0000 12       
16          20031119 0000 168      
17          20031119 0600 6        
18          20031119 0600 168      
19          20031119 1200 168      
20          20031119 1800 168      
21          20031120 0000 168      
22          20031120 0600 168      
23          20031120 1200 168      
24          20031120 1800 168      
25          20031121 0000 168      
26          20031121 0600 168      
27          20031121 1200 168      
28          20031121 1800 168      
29          20031122 0000 168      
30          20031122 0600 168      
31          20031122 1200 168      
32          20031122 1800 168      
33          20031123 0000 168      
34          20031123 0600 168      
35          20031123 1200 168      
36          20031123 1800 168      
37          20031124 0000 168      
38          20031124 0600 168      
39          20031124 1200 168      
40          20031124 1800 168      
41          20031125 0000 168      
42          20031125 0600 168      
43          20031125 1200 168      
44          20031125 1800 168      
45          20031126 0000 168      
46          20031126 0600 168      
47          20031126 1200 162      
48          20031126 1800 156      
49          20031127 0000 150      
50          20031127 0600 144      
51          20031127 1200 138      
52          20031127 1800 132      
53          20031128 0000 126      
54          20031128 0600 120      
55          20031128 1200 114      
56          20031128 1800 108      
57          20031129 0000 102      
58          20031129 0600 96       
59          20031129 1200 90       
60          20031129 1800 84       
61          20031130 0000 78       
62          20031130 0600 72       
63          20031130 1200 66       
64          20031130 1800 60       
65          20031201 0000 54       
66          20031201 0600 48       
67          20031201 1200 42       
68          20031201 1800 36       
69          20031202 0000 30       
70          20031202 0600 24       
71          20031202 1200 18       
72          20031202 1800 12       
73          20031203 0000 6        
74          20031204 1200 126      
75          20031204 1800 120      
76          20031205 0000 114      
77          20031205 0600 108      
78          20031205 1200 102      
79          20031205 1800 96       
80          20031206 0000 90       
81          20031206 0600 84       
82          20031206 1200 78       
83          20031206 1800 72       
84          20031207 0000 66       
85          20031207 0600 60       
86          20031207 1200 54       
87          20031207 1800 48       
88          20031207 1800 84       
89          20031208 0000 42       
90          20031208 0000 78       
91          20031208 0600 36       
92          20031208 0600 72       
93          20031208 1200 30       
94          20031208 1200 66       
95          20031208 1800 24       
96          20031208 1800 60       
97          20031209 0000 18       
98          20031209 0000 54       
99          20031209 0600 12       
100         20031209 0600 48       
101         20031209 1200 6        
102         20031209 1200 42       
103         20031209 1800 36       
104         20031210 0000 30       
105         20031210 0600 24       
106         20031210 1200 18       
107         20031210 1800 12       
108         20031211 0000 6        
109         20031211 0600 126      
110         20031211 1200 120      
111         20031211 1800 114      
112         20031212 0000 108      
113         20031212 0600 102      
114         20031212 1200 96       
115         20031212 1800 90       
116         20031213 0000 84       
117         20031213 0600 78       
118         20031213 1200 72       
119         20031213 1800 66       
120         20031214 0000 60       
121         20031214 0600 54       
122         20031214 1200 48       
123         20031214 1800 42       
124         20031215 0000 36       
125         20031215 0600 30       
126         20031215 1200 24       
127         20031215 1800 18       
128         20031216 0000 12       
129         20031216 0600 6        
130         20031223 0000 114      
131         20031223 0600 108      
132         20031223 1200 102      
133         20031223 1800 96       
134         20031224 0000 90       
135         20031224 0600 84       
136         20031224 1200 78       
137         20031224 1800 72       
138         20031225 0000 66       
139         20031225 0600 60       
140         20031225 1200 54       
141         20031225 1800 48       
142         20031226 0000 42       
143         20031226 0600 36       
144         20031226 1200 30       
145         20031226 1800 24       
146         20031227 0000 18       
147         20031227 0600 12       
148         20031227 1200 6        
