ArrayTaskID date     time lead time
0           20030207 1200 168      
1           20030207 1800 168      
2           20030208 0000 168      
3           20030208 0600 168      
4           20030208 1200 168      
5           20030208 1800 168      
6           20030209 0000 168      
7           20030209 0600 162      
8           20030209 1200 156      
9           20030209 1800 150      
10          20030210 0000 144      
11          20030210 0600 138      
12          20030210 1200 132      
13          20030210 1800 126      
14          20030211 0000 120      
15          20030211 0600 114      
16          20030211 1200 108      
17          20030211 1800 102      
18          20030212 0000 96       
19          20030212 0600 90       
20          20030212 1200 84       
21          20030212 1800 78       
22          20030213 0000 72       
23          20030213 0600 66       
24          20030213 1200 60       
25          20030213 1800 54       
26          20030214 0000 48       
27          20030214 0600 42       
28          20030214 1200 36       
29          20030214 1800 30       
30          20030215 0000 24       
31          20030215 0600 18       
32          20030215 1200 12       
33          20030215 1800 6        
