ArrayTaskID date     time lead time
0           20030913 1800 168      
1           20030914 0000 168      
2           20030914 0600 168      
3           20030914 1200 168      
4           20030914 1800 168      
5           20030915 0000 168      
6           20030915 0600 168      
7           20030915 1200 168      
8           20030915 1800 168      
9           20030916 0000 168      
10          20030916 0600 168      
11          20030916 1200 162      
12          20030916 1800 156      
13          20030917 0000 150      
14          20030917 0600 144      
15          20030917 1200 138      
16          20030917 1800 132      
17          20030918 0000 126      
18          20030918 0600 120      
19          20030918 1200 114      
20          20030918 1800 108      
21          20030919 0000 102      
22          20030919 0600 96       
23          20030919 1200 90       
24          20030919 1800 84       
25          20030920 0000 78       
26          20030920 0600 72       
27          20030920 1200 66       
28          20030920 1800 60       
29          20030921 0000 54       
30          20030921 0600 48       
31          20030921 1200 42       
32          20030921 1800 36       
33          20030922 0000 30       
34          20030922 0600 24       
35          20030922 1200 18       
36          20030922 1800 12       
37          20030923 0000 6        
