ArrayTaskID date     time lead time
0           20000814 0000 168      
1           20000814 0600 36       
2           20000814 0600 60       
3           20000814 0600 66       
4           20000814 0600 168      
5           20000814 1200 30       
6           20000814 1200 54       
7           20000814 1200 60       
8           20000814 1200 66       
9           20000814 1200 162      
10          20000814 1200 168      
11          20000814 1800 24       
12          20000814 1800 48       
13          20000814 1800 54       
14          20000814 1800 60       
15          20000814 1800 156      
16          20000814 1800 168      
17          20000815 0000 18       
18          20000815 0000 42       
19          20000815 0000 48       
20          20000815 0000 54       
21          20000815 0000 150      
22          20000815 0000 168      
23          20000815 0600 12       
24          20000815 0600 36       
25          20000815 0600 42       
26          20000815 0600 48       
27          20000815 0600 144      
28          20000815 0600 168      
29          20000815 1200 6        
30          20000815 1200 30       
31          20000815 1200 36       
32          20000815 1200 42       
33          20000815 1200 138      
34          20000815 1200 168      
35          20000815 1800 24       
36          20000815 1800 30       
37          20000815 1800 36       
38          20000815 1800 132      
39          20000815 1800 168      
40          20000816 0000 18       
41          20000816 0000 24       
42          20000816 0000 30       
43          20000816 0000 126      
44          20000816 0000 168      
45          20000816 0600 12       
46          20000816 0600 18       
47          20000816 0600 24       
48          20000816 0600 120      
49          20000816 0600 168      
50          20000816 1200 6        
51          20000816 1200 12       
52          20000816 1200 18       
53          20000816 1200 114      
54          20000816 1200 168      
55          20000816 1800 6        
56          20000816 1800 12       
57          20000816 1800 54       
58          20000816 1800 108      
59          20000816 1800 168      
60          20000817 0000 6        
61          20000817 0000 48       
62          20000817 0000 102      
63          20000817 0000 168      
64          20000817 0600 42       
65          20000817 0600 96       
66          20000817 0600 168      
67          20000817 1200 36       
68          20000817 1200 48       
69          20000817 1200 90       
70          20000817 1200 168      
71          20000817 1800 30       
72          20000817 1800 42       
73          20000817 1800 84       
74          20000817 1800 168      
75          20000818 0000 24       
76          20000818 0000 36       
77          20000818 0000 78       
78          20000818 0000 168      
79          20000818 0600 18       
80          20000818 0600 30       
81          20000818 0600 72       
82          20000818 0600 168      
83          20000818 1200 12       
84          20000818 1200 24       
85          20000818 1200 66       
86          20000818 1200 126      
87          20000818 1200 162      
88          20000818 1200 168      
89          20000818 1800 6        
90          20000818 1800 18       
91          20000818 1800 60       
92          20000818 1800 120      
93          20000818 1800 156      
94          20000818 1800 168      
95          20000819 0000 12       
96          20000819 0000 54       
97          20000819 0000 114      
98          20000819 0000 150      
99          20000819 0000 168      
100         20000819 0600 6        
101         20000819 0600 48       
102         20000819 0600 108      
103         20000819 0600 144      
104         20000819 0600 168      
105         20000819 1200 42       
106         20000819 1200 102      
107         20000819 1200 138      
108         20000819 1200 168      
109         20000819 1800 36       
110         20000819 1800 96       
111         20000819 1800 114      
112         20000819 1800 132      
113         20000819 1800 168      
114         20000820 0000 30       
115         20000820 0000 90       
116         20000820 0000 108      
117         20000820 0000 126      
118         20000820 0000 168      
119         20000820 0600 24       
120         20000820 0600 84       
121         20000820 0600 102      
122         20000820 0600 120      
123         20000820 0600 168      
124         20000820 1200 18       
125         20000820 1200 78       
126         20000820 1200 96       
127         20000820 1200 114      
128         20000820 1200 162      
129         20000820 1800 12       
130         20000820 1800 72       
131         20000820 1800 90       
132         20000820 1800 108      
133         20000820 1800 156      
134         20000821 0000 6        
135         20000821 0000 66       
136         20000821 0000 84       
137         20000821 0000 102      
138         20000821 0000 150      
139         20000821 0600 60       
140         20000821 0600 78       
141         20000821 0600 96       
142         20000821 0600 144      
143         20000821 1200 54       
144         20000821 1200 72       
145         20000821 1200 90       
146         20000821 1200 138      
147         20000821 1800 48       
148         20000821 1800 66       
149         20000821 1800 84       
150         20000821 1800 132      
151         20000822 0000 42       
