ArrayTaskID date     time lead time
0           20000201 0600 168      
1           20000201 1200 168      
2           20000201 1800 168      
3           20000202 0000 168      
4           20000202 0600 168      
5           20000202 1200 168      
6           20000202 1800 168      
7           20000203 0000 168      
8           20000203 0600 168      
9           20000203 1200 168      
10          20000203 1800 168      
11          20000204 0000 168      
12          20000204 0600 168      
13          20000204 1200 168      
14          20000204 1800 168      
15          20000205 0000 168      
16          20000205 0600 168      
17          20000205 1200 168      
18          20000205 1800 168      
19          20000206 0000 168      
20          20000206 0600 168      
21          20000206 1200 168      
22          20000206 1800 168      
23          20000207 0000 168      
24          20000207 0600 168      
25          20000207 1200 168      
26          20000207 1800 168      
27          20000208 0000 168      
28          20000208 0600 168      
29          20000208 1200 168      
30          20000208 1800 168      
31          20000209 0000 168      
32          20000209 0600 168      
33          20000209 1200 168      
34          20000209 1800 168      
35          20000210 0000 168      
36          20000210 0600 168      
37          20000210 1200 168      
38          20000210 1800 168      
39          20000211 0000 168      
40          20000211 0600 168      
41          20000211 1200 168      
42          20000211 1800 168      
43          20000212 0000 168      
44          20000212 0600 168      
45          20000212 1200 168      
46          20000212 1800 168      
47          20000213 0000 168      
48          20000213 0600 168      
49          20000213 1200 168      
50          20000213 1800 168      
51          20000214 0000 168      
52          20000214 0600 168      
53          20000214 1200 168      
54          20000214 1800 168      
55          20000215 0000 168      
56          20000215 0600 168      
57          20000215 1200 168      
58          20000215 1800 168      
59          20000216 0000 168      
60          20000216 0600 168      
61          20000216 1200 168      
62          20000216 1800 168      
63          20000217 0000 168      
64          20000217 0600 168      
65          20000217 1200 168      
66          20000217 1800 168      
67          20000218 0000 168      
68          20000218 0600 168      
69          20000218 1200 168      
70          20000218 1800 168      
71          20000219 0000 168      
72          20000219 0600 168      
73          20000219 1200 168      
74          20000219 1800 168      
75          20000220 0000 168      
76          20000220 0600 168      
77          20000220 1200 168      
78          20000220 1800 168      
79          20000221 0000 168      
80          20000221 0600 168      
81          20000221 1200 168      
82          20000221 1800 168      
83          20000222 0000 168      
84          20000222 0600 168      
85          20000222 1200 168      
86          20000222 1800 162      
87          20000223 0000 156      
88          20000223 0600 150      
89          20000223 1200 144      
90          20000223 1800 138      
91          20000224 0000 132      
92          20000224 0600 126      
93          20000224 1200 120      
94          20000224 1800 114      
95          20000225 0000 108      
96          20000225 0600 102      
97          20000225 1200 96       
98          20000225 1800 90       
99          20000226 0000 84       
100         20000226 0600 78       
101         20000226 1200 72       
102         20000226 1800 66       
103         20000227 0000 60       
104         20000227 0600 54       
105         20000227 1200 48       
106         20000227 1800 42       
107         20000228 0000 36       
108         20000228 0600 30       
109         20000228 1200 24       
110         20000228 1800 18       
111         20000229 0000 12       
112         20000229 0600 6        
