ArrayTaskID date     time lead time
0           20000824 0000 168      
1           20000824 0600 168      
2           20000824 1200 168      
3           20000824 1800 168      
4           20000825 0000 168      
5           20000825 0600 168      
6           20000825 1200 168      
7           20000825 1800 168      
8           20000826 0000 168      
9           20000826 0600 168      
10          20000826 1200 168      
11          20000826 1800 168      
12          20000827 0000 168      
13          20000827 0600 168      
14          20000827 1200 168      
15          20000827 1800 168      
16          20000828 0000 168      
17          20000828 0600 168      
18          20000828 1200 162      
19          20000828 1800 156      
20          20000829 0000 150      
21          20000829 0600 144      
22          20000829 1200 138      
23          20000829 1800 132      
24          20000830 0000 126      
25          20000830 0600 120      
26          20000830 1200 114      
27          20000830 1800 108      
28          20000831 0000 102      
29          20000831 0600 96       
30          20000831 1200 90       
31          20000831 1800 84       
32          20000901 0000 78       
33          20000901 0600 72       
34          20000901 1200 66       
35          20000901 1800 60       
36          20000902 0000 54       
37          20000902 0600 48       
38          20000902 1200 42       
39          20000902 1800 36       
40          20000903 0000 30       
41          20000903 0600 24       
42          20000903 1200 18       
43          20000903 1800 12       
44          20000904 0000 6        
