ArrayTaskID date     time lead time
0           20001127 0000 168      
1           20001127 0600 168      
2           20001127 1200 168      
3           20001127 1800 168      
4           20001128 0000 168      
5           20001128 0600 168      
6           20001128 1200 168      
7           20001128 1800 168      
8           20001129 0000 168      
9           20001129 0600 168      
10          20001129 1200 168      
11          20001129 1800 168      
12          20001130 0000 168      
13          20001130 0600 168      
14          20001130 1200 168      
15          20001130 1800 168      
16          20001201 0000 168      
17          20001201 0600 162      
18          20001201 1200 156      
19          20001201 1800 150      
20          20001202 0000 144      
21          20001202 0600 138      
22          20001202 1200 132      
23          20001202 1800 126      
24          20001203 0000 120      
25          20001203 0600 114      
26          20001203 1200 108      
27          20001203 1800 102      
28          20001204 0000 96       
29          20001204 0600 90       
30          20001204 1200 84       
31          20001204 1800 78       
32          20001205 0000 72       
33          20001205 0600 66       
34          20001205 1200 60       
35          20001205 1800 54       
36          20001206 0000 48       
37          20001206 0600 42       
38          20001206 1200 36       
39          20001206 1800 30       
40          20001207 0000 24       
41          20001207 0600 18       
42          20001207 1200 12       
43          20001207 1800 6        
