ArrayTaskID date     time lead time
0           19800312 1800 168      
1           19800313 0000 168      
2           19800313 0600 168      
3           19800313 1200 168      
4           19800313 1800 168      
5           19800314 0000 168      
6           19800314 0600 168      
7           19800314 1200 168      
8           19800314 1800 168      
9           19800315 0000 168      
10          19800315 0600 168      
11          19800315 1200 168      
12          19800315 1800 168      
13          19800316 0000 168      
14          19800316 0600 168      
15          19800316 1200 168      
16          19800316 1800 168      
17          19800317 0000 168      
18          19800317 0600 168      
19          19800317 1200 168      
20          19800317 1800 168      
21          19800318 0000 168      
22          19800318 0600 168      
23          19800318 1200 168      
24          19800318 1800 168      
25          19800319 0000 168      
26          19800319 0600 168      
27          19800319 1200 168      
28          19800319 1800 168      
29          19800320 0000 168      
30          19800320 0600 168      
31          19800320 1200 168      
32          19800320 1800 168      
33          19800321 0000 168      
34          19800321 0600 168      
35          19800321 1200 168      
36          19800321 1800 168      
37          19800322 0000 168      
38          19800322 0600 162      
39          19800322 1200 156      
40          19800322 1800 150      
41          19800323 0000 144      
42          19800323 0600 138      
43          19800323 1200 132      
44          19800323 1800 126      
45          19800324 0000 120      
46          19800324 0600 114      
47          19800324 1200 108      
48          19800324 1800 102      
49          19800325 0000 96       
50          19800325 0600 90       
51          19800325 1200 84       
52          19800325 1800 78       
53          19800326 0000 72       
54          19800326 0600 66       
55          19800326 1200 60       
56          19800326 1800 54       
57          19800327 0000 48       
58          19800327 0600 42       
59          19800327 1200 36       
60          19800327 1800 30       
61          19800328 0000 24       
62          19800328 0600 18       
63          19800328 1200 12       
64          19800328 1800 6        
