ArrayTaskID date     time lead time
0           19800901 0000 168      
1           19800901 0600 168      
2           19800901 1200 168      
3           19800901 1800 168      
4           19800902 0000 162      
5           19800902 0600 156      
6           19800902 1200 150      
7           19800902 1800 144      
8           19800903 0000 138      
9           19800903 0600 132      
10          19800903 1200 126      
11          19800903 1800 120      
12          19800904 0000 114      
13          19800904 0600 108      
14          19800904 1200 102      
15          19800904 1800 96       
16          19800905 0000 90       
17          19800905 0600 84       
18          19800905 1200 78       
19          19800905 1800 72       
20          19800906 0000 66       
21          19800906 0600 60       
22          19800906 1200 54       
23          19800906 1800 48       
24          19800907 0000 42       
25          19800907 0600 36       
26          19800907 1200 30       
27          19800907 1800 24       
28          19800908 0000 18       
29          19800908 0600 12       
30          19800908 1200 6        
