ArrayTaskID date     time lead time
0           19800925 0000 168      
1           19800925 0600 168      
2           19800925 1200 168      
3           19800925 1800 168      
4           19800926 0000 162      
5           19800926 0600 156      
6           19800926 1200 150      
7           19800926 1800 144      
8           19800927 0000 138      
9           19800927 0600 132      
10          19800927 1200 126      
11          19800927 1800 120      
12          19800928 0000 114      
13          19800928 0600 108      
14          19800928 1200 102      
15          19800928 1800 96       
16          19800929 0000 90       
17          19800929 0600 84       
18          19800929 1200 78       
19          19800929 1800 72       
20          19800930 0000 66       
21          19800930 0600 60       
22          19800930 1200 54       
23          19800930 1800 48       
24          19801001 0000 42       
25          19801001 0600 36       
26          19801001 1200 30       
27          19801001 1800 24       
28          19801002 0000 18       
29          19801002 0600 12       
30          19801002 1200 6        
