ArrayTaskID date     time lead time
0           19791209 0000 168      
1           19791209 0600 168      
2           19791209 1200 168      
3           19791209 1800 168      
4           19791210 0000 168      
5           19791210 0600 168      
6           19791210 1200 168      
7           19791210 1800 168      
8           19791211 0000 168      
9           19791211 0600 168      
10          19791211 1200 168      
11          19791211 1800 168      
12          19791212 0000 168      
13          19791212 0600 168      
14          19791212 1200 168      
15          19791212 1800 168      
16          19791213 0000 168      
17          19791213 0600 168      
18          19791213 1200 168      
19          19791213 1800 168      
20          19791214 0000 168      
21          19791214 0600 168      
22          19791214 1200 168      
23          19791214 1800 168      
24          19791215 0000 168      
25          19791215 0600 168      
26          19791215 1200 168      
27          19791215 1800 168      
28          19791216 0000 168      
29          19791216 0600 168      
30          19791216 1200 168      
31          19791216 1800 168      
32          19791217 0000 168      
33          19791217 0600 168      
34          19791217 1200 168      
35          19791217 1800 168      
36          19791218 0000 168      
37          19791218 0600 168      
38          19791218 1200 168      
39          19791218 1800 168      
40          19791219 0000 168      
41          19791219 0600 168      
42          19791219 1200 168      
43          19791219 1800 168      
44          19791220 0000 168      
45          19791220 0600 168      
46          19791220 1200 168      
47          19791220 1800 168      
48          19791221 0000 168      
49          19791221 0600 168      
50          19791221 1200 162      
51          19791221 1800 156      
52          19791222 0000 150      
53          19791222 0600 144      
54          19791222 1200 138      
55          19791222 1800 132      
56          19791223 0000 126      
57          19791223 0600 120      
58          19791223 1200 114      
59          19791223 1800 108      
60          19791224 0000 102      
61          19791224 0600 96       
62          19791224 1200 90       
63          19791224 1800 84       
64          19791225 0000 78       
65          19791225 0600 72       
66          19791225 1200 66       
67          19791225 1800 60       
68          19791226 0000 54       
69          19791226 0600 48       
70          19791226 1200 42       
71          19791226 1800 36       
72          19791227 0000 30       
73          19791227 0600 24       
74          19791227 1200 18       
75          19791227 1800 12       
76          19791228 0000 6        
