ArrayTaskID date     time lead time
0           19800718 0600 102      
1           19800718 1200 96       
2           19800718 1800 90       
3           19800719 0000 84       
4           19800719 0600 78       
5           19800719 1200 72       
6           19800719 1800 66       
7           19800720 0000 60       
8           19800720 0600 54       
9           19800720 1200 48       
10          19800720 1800 42       
11          19800721 0000 36       
12          19800721 0600 30       
13          19800721 1200 24       
14          19800721 1800 18       
15          19800722 0000 12       
16          19800722 0600 6        
