ArrayTaskID date     time lead time
0           19800308 0000 168      
1           19800308 0600 168      
2           19800308 1200 168      
3           19800308 1800 168      
4           19800309 0000 168      
5           19800309 0600 168      
6           19800309 1200 168      
7           19800309 1800 168      
8           19800310 0000 168      
9           19800310 0600 168      
10          19800310 1200 162      
11          19800310 1800 156      
12          19800311 0000 150      
13          19800311 0600 144      
14          19800311 1200 138      
15          19800311 1800 132      
16          19800312 0000 126      
17          19800312 0600 120      
18          19800312 1200 114      
19          19800312 1800 108      
20          19800313 0000 102      
21          19800313 0600 96       
22          19800313 1200 90       
23          19800313 1800 84       
24          19800314 0000 78       
25          19800314 0600 72       
26          19800314 1200 66       
27          19800314 1800 60       
28          19800315 0000 54       
29          19800315 0600 48       
30          19800315 1200 42       
31          19800315 1800 36       
32          19800316 0000 30       
33          19800316 0600 24       
34          19800316 1200 18       
35          19800316 1800 12       
36          19800317 0000 6        
