ArrayTaskID date     time lead time
0           19800805 1800 138      
1           19800806 0000 132      
2           19800806 0600 126      
3           19800806 1200 120      
4           19800806 1800 114      
5           19800807 0000 108      
6           19800807 0600 102      
7           19800807 1200 96       
8           19800807 1800 90       
9           19800808 0000 84       
10          19800808 0600 78       
11          19800808 1200 72       
12          19800808 1800 66       
13          19800809 0000 60       
14          19800809 0600 54       
15          19800809 1200 48       
16          19800809 1800 42       
17          19800810 0000 36       
18          19800810 0600 30       
19          19800810 1200 24       
20          19800810 1800 18       
21          19800811 0000 12       
22          19800811 0600 6        
