ArrayTaskID date     time lead time
0           19800211 0000 168      
1           19800211 0600 168      
2           19800211 1200 168      
3           19800211 1800 168      
4           19800212 0000 162      
5           19800212 0600 156      
6           19800212 1200 150      
7           19800212 1800 144      
8           19800213 0000 138      
9           19800213 0600 132      
10          19800213 1200 126      
11          19800213 1800 120      
12          19800214 0000 114      
13          19800214 0600 108      
14          19800214 1200 102      
15          19800214 1800 96       
16          19800215 0000 90       
17          19800215 0600 84       
18          19800215 1200 78       
19          19800215 1800 72       
20          19800216 0000 66       
21          19800216 0600 60       
22          19800216 1200 54       
23          19800216 1800 48       
24          19800217 0000 42       
25          19800217 0600 36       
26          19800217 1200 30       
27          19800217 1800 24       
28          19800218 0000 18       
29          19800218 0600 12       
30          19800218 1200 6        
