ArrayTaskID date     time lead time
0           19800901 1800 168      
1           19800902 0000 168      
2           19800902 0600 168      
3           19800902 1200 168      
4           19800902 1800 168      
5           19800903 0000 168      
6           19800903 0600 168      
7           19800903 1200 168      
8           19800903 1800 168      
9           19800904 0000 168      
10          19800904 0600 168      
11          19800904 1200 168      
12          19800904 1800 168      
13          19800905 0000 168      
14          19800905 0600 168      
15          19800905 1200 168      
16          19800905 1800 168      
17          19800906 0000 168      
18          19800906 0600 168      
19          19800906 1200 168      
20          19800906 1800 168      
21          19800907 0000 168      
22          19800907 0600 168      
23          19800907 1200 168      
24          19800907 1800 168      
25          19800908 0000 168      
26          19800908 0600 168      
27          19800908 1200 168      
28          19800908 1800 168      
29          19800909 0000 168      
30          19800909 0600 162      
31          19800909 1200 156      
32          19800909 1800 150      
33          19800910 0000 144      
34          19800910 0600 138      
35          19800910 1200 132      
36          19800910 1800 126      
37          19800911 0000 120      
38          19800911 0600 114      
39          19800911 1200 108      
40          19800911 1800 102      
41          19800912 0000 96       
42          19800912 0600 90       
43          19800912 1200 84       
44          19800912 1800 78       
45          19800913 0000 72       
46          19800913 0600 66       
47          19800913 1200 60       
48          19800913 1800 54       
49          19800914 0000 48       
50          19800914 0600 42       
51          19800914 1200 36       
52          19800914 1800 30       
53          19800915 0000 24       
54          19800915 0600 18       
55          19800915 1200 12       
56          19800915 1800 6        
