ArrayTaskID date     time lead time
0           20111022 0000 168      
1           20111022 0600 168      
2           20111022 1200 162      
3           20111022 1800 156      
4           20111023 0000 150      
5           20111023 0600 144      
6           20111023 1200 138      
7           20111023 1800 132      
8           20111024 0000 126      
9           20111024 0600 120      
10          20111024 1200 114      
11          20111024 1800 108      
12          20111025 0000 102      
13          20111025 0600 96       
14          20111025 1200 90       
15          20111025 1800 84       
16          20111026 0000 78       
17          20111026 0600 72       
18          20111026 1200 66       
19          20111026 1800 60       
20          20111027 0000 54       
21          20111027 0600 48       
22          20111027 1200 42       
23          20111027 1800 36       
24          20111028 0000 30       
25          20111028 0600 24       
26          20111028 1200 18       
27          20111028 1800 12       
28          20111029 0000 6        
