ArrayTaskID date     time lead time
0           20110621 0000 150      
1           20110621 0600 18       
2           20110621 0600 108      
3           20110621 0600 144      
4           20110621 1200 12       
5           20110621 1200 102      
6           20110621 1200 138      
7           20110621 1800 6        
8           20110621 1800 96       
9           20110621 1800 132      
10          20110622 0000 90       
11          20110622 0000 126      
12          20110622 0600 84       
13          20110622 0600 120      
14          20110622 1200 78       
15          20110622 1200 114      
16          20110622 1800 72       
17          20110622 1800 108      
18          20110623 0000 66       
19          20110623 0000 102      
20          20110623 0600 60       
21          20110623 0600 96       
22          20110623 1200 54       
23          20110623 1200 90       
24          20110623 1800 48       
25          20110623 1800 84       
26          20110624 0000 42       
27          20110624 0000 78       
28          20110624 0600 36       
29          20110624 0600 72       
30          20110624 1200 30       
31          20110624 1200 66       
32          20110624 1800 24       
33          20110624 1800 60       
34          20110625 0000 18       
35          20110625 0000 54       
36          20110625 0600 12       
37          20110625 0600 48       
38          20110625 1200 6        
39          20110625 1200 42       
40          20110625 1800 36       
41          20110626 0000 30       
42          20110626 0600 24       
43          20110626 1200 18       
44          20110626 1800 12       
45          20110627 0000 6        
46          20110628 0600 66       
47          20110628 1200 60       
48          20110628 1800 54       
49          20110629 0000 48       
50          20110629 0600 42       
51          20110629 1200 36       
52          20110629 1800 30       
53          20110630 0000 24       
54          20110630 0600 18       
55          20110630 1200 12       
56          20110630 1800 6        
57          20110707 0000 168      
58          20110707 0600 162      
59          20110707 1200 156      
60          20110707 1800 150      
61          20110708 0000 144      
62          20110708 0600 138      
63          20110708 1200 132      
64          20110708 1800 126      
65          20110709 0000 120      
66          20110709 0600 114      
67          20110709 1200 108      
68          20110709 1800 102      
69          20110710 0000 96       
70          20110710 0600 90       
71          20110710 1200 84       
72          20110710 1800 78       
73          20110710 1800 168      
74          20110711 0000 72       
75          20110711 0000 168      
76          20110711 0600 66       
77          20110711 0600 168      
78          20110711 1200 60       
79          20110711 1200 168      
80          20110711 1800 54       
81          20110711 1800 168      
82          20110712 0000 48       
83          20110712 0000 168      
84          20110712 0600 42       
85          20110712 0600 168      
86          20110712 1200 36       
87          20110712 1200 168      
88          20110712 1800 30       
89          20110712 1800 168      
90          20110713 0000 24       
91          20110713 0000 168      
