ArrayTaskID date     time lead time
0           20101025 0000 150      
1           20101025 0600 144      
2           20101025 1200 138      
3           20101025 1800 132      
4           20101026 0000 126      
5           20101026 0600 120      
6           20101026 1200 114      
7           20101026 1800 108      
8           20101027 0000 102      
9           20101027 0600 96       
10          20101027 1200 90       
11          20101027 1800 84       
12          20101028 0000 78       
13          20101028 0600 72       
14          20101028 1200 66       
15          20101028 1800 60       
16          20101029 0000 54       
17          20101029 0600 48       
18          20101029 0600 168      
19          20101029 1200 42       
20          20101029 1200 168      
21          20101029 1800 36       
22          20101029 1800 168      
23          20101030 0000 30       
24          20101030 0000 168      
25          20101030 0600 24       
26          20101030 0600 168      
27          20101030 1200 18       
28          20101030 1200 168      
29          20101030 1800 12       
30          20101030 1800 162      
31          20101031 0000 6        
32          20101031 0000 156      
33          20101031 0600 150      
34          20101031 1200 144      
35          20101031 1800 138      
36          20101101 0000 132      
37          20101101 0600 126      
38          20101101 0657 125      
39          20101101 1200 120      
40          20101101 1800 114      
41          20101102 0000 108      
42          20101102 0600 102      
43          20101102 0601 101      
44          20101102 1200 96       
45          20101102 1800 90       
46          20101103 0000 84       
47          20101103 0600 78       
48          20101103 1200 72       
49          20101103 1800 66       
50          20101104 0000 60       
51          20101104 0020 59       
52          20101104 0600 54       
53          20101104 1200 48       
54          20101104 1800 42       
55          20101105 0000 36       
56          20101105 0008 35       
57          20101105 0600 30       
58          20101105 1200 24       
59          20101105 1800 18       
60          20101106 0000 12       
61          20101106 0600 6        
62          20101126 1800 168      
63          20101127 0000 168      
64          20101127 0600 168      
65          20101127 1200 168      
66          20101127 1800 168      
67          20101128 0000 168      
68          20101128 0600 168      
69          20101128 1200 162      
70          20101128 1800 156      
71          20101129 0000 150      
72          20101129 0600 144      
73          20101129 1200 138      
74          20101129 1800 132      
75          20101130 0000 126      
76          20101130 0600 120      
77          20101130 1200 114      
78          20101130 1800 108      
79          20101201 0000 102      
80          20101201 0600 96       
81          20101201 1200 90       
82          20101201 1800 84       
83          20101202 0000 78       
84          20101202 0600 72       
85          20101202 1200 66       
86          20101202 1800 60       
87          20101203 0000 54       
88          20101203 0600 48       
89          20101203 1200 42       
90          20101203 1800 36       
91          20101204 0000 30       
92          20101204 0600 24       
93          20101204 1200 18       
94          20101204 1800 12       
95          20101205 0000 6        
96          20101223 1200 60       
97          20101223 1800 54       
98          20101224 0000 48       
99          20101224 0600 42       
100         20101224 1200 36       
101         20101224 1800 30       
102         20101225 0000 24       
103         20101225 0600 18       
104         20101225 1200 12       
105         20101225 1800 6        
106         20110109 0600 168      
107         20110109 1200 168      
108         20110109 1800 144      
109         20110109 1800 162      
110         20110109 1837 161      
111         20110110 0000 138      
112         20110110 0000 156      
113         20110110 0600 132      
114         20110110 0600 150      
115         20110110 0643 149      
116         20110110 1200 126      
117         20110110 1200 144      
118         20110110 1800 120      
119         20110110 1800 138      
120         20110111 0000 114      
121         20110111 0000 132      
122         20110111 0600 108      
123         20110111 0600 126      
124         20110111 1200 102      
125         20110111 1200 120      
126         20110111 1204 120      
127         20110111 1800 96       
128         20110111 1800 114      
129         20110111 1817 114      
130         20110112 0000 90       
131         20110112 0000 108      
132         20110112 0600 84       
133         20110112 0600 102      
134         20110112 0631 102      
135         20110112 1200 78       
136         20110112 1200 96       
137         20110112 1800 72       
138         20110112 1800 90       
139         20110112 1800 132      
140         20110113 0000 66       
141         20110113 0000 84       
142         20110113 0000 126      
143         20110113 0031 84       
144         20110113 0600 60       
145         20110113 0600 78       
146         20110113 0600 120      
147         20110113 1200 54       
148         20110113 1200 72       
149         20110113 1200 114      
150         20110113 1800 48       
151         20110113 1800 66       
152         20110113 1800 108      
153         20110113 1805 66       
154         20110114 0000 42       
155         20110114 0000 60       
156         20110114 0000 102      
157         20110114 0019 60       
158         20110114 0600 36       
159         20110114 0600 54       
160         20110114 0600 96       
161         20110114 0618 54       
162         20110114 1200 30       
163         20110114 1200 48       
164         20110114 1200 90       
165         20110114 1800 24       
166         20110114 1800 42       
167         20110114 1800 84       
168         20110115 0000 18       
169         20110115 0000 36       
170         20110115 0000 78       
171         20110115 0007 36       
172         20110115 0600 12       
173         20110115 0600 30       
174         20110115 0600 72       
175         20110115 1200 6        
176         20110115 1200 24       
177         20110115 1200 66       
178         20110115 1800 18       
