ArrayTaskID date     time lead time
0           20070731 1800 96       
1           20070731 1800 114      
2           20070731 1800 168      
3           20070801 0000 24       
4           20070801 0000 90       
5           20070801 0000 108      
6           20070801 0000 162      
7           20070801 0600 18       
8           20070801 0600 84       
9           20070801 0600 102      
10          20070801 0600 156      
11          20070801 1200 12       
12          20070801 1200 78       
13          20070801 1200 96       
14          20070801 1200 150      
15          20070801 1800 6        
16          20070801 1800 72       
17          20070801 1800 90       
18          20070801 1800 144      
19          20070802 0000 66       
20          20070802 0000 84       
21          20070802 0000 138      
22          20070802 0600 60       
23          20070802 0600 78       
24          20070802 0600 132      
25          20070802 1200 54       
26          20070802 1200 72       
27          20070802 1200 126      
28          20070802 1800 48       
29          20070802 1800 66       
30          20070802 1800 120      
31          20070803 0000 42       
32          20070803 0000 60       
33          20070803 0000 114      
34          20070803 0600 36       
35          20070803 0600 54       
36          20070803 0600 108      
37          20070803 1200 30       
38          20070803 1200 48       
39          20070803 1200 102      
40          20070803 1800 24       
41          20070803 1800 42       
42          20070803 1800 96       
43          20070804 0000 18       
44          20070804 0000 36       
45          20070804 0000 90       
46          20070804 0600 12       
47          20070804 0600 30       
48          20070804 0600 84       
49          20070804 0600 168      
50          20070804 1200 6        
51          20070804 1200 24       
52          20070804 1200 78       
53          20070804 1200 168      
54          20070804 1800 18       
55          20070804 1800 72       
56          20070804 1800 168      
57          20070805 0000 12       
58          20070805 0000 66       
59          20070805 0000 168      
60          20070805 0600 6        
61          20070805 0600 60       
62          20070805 0600 168      
63          20070805 1200 54       
64          20070805 1200 168      
65          20070805 1800 48       
66          20070805 1800 168      
67          20070806 0000 42       
68          20070806 0000 168      
69          20070806 0600 36       
70          20070806 0600 168      
71          20070806 1200 30       
72          20070806 1200 66       
73          20070806 1200 168      
74          20070806 1800 24       
75          20070806 1800 60       
76          20070806 1800 168      
77          20070807 0000 18       
78          20070807 0000 54       
79          20070807 0000 168      
80          20070807 0600 12       
81          20070807 0600 48       
82          20070807 0600 168      
83          20070807 1200 6        
84          20070807 1200 42       
85          20070807 1200 168      
86          20070807 1800 36       
87          20070807 1800 168      
88          20070808 0000 30       
89          20070808 0000 168      
90          20070808 0600 24       
91          20070808 0600 168      
92          20070808 1200 18       
93          20070808 1200 162      
94          20070808 1800 12       
95          20070808 1800 156      
96          20070808 1800 168      
97          20070809 0000 6        
98          20070809 0000 150      
99          20070809 0000 168      
100         20070809 0600 144      
101         20070809 0600 168      
102         20070809 1200 138      
103         20070809 1200 168      
104         20070809 1800 132      
105         20070809 1800 162      
106         20070810 0000 126      
107         20070810 0000 156      
108         20070810 0600 120      
109         20070810 0600 150      
110         20070810 1200 114      
111         20070810 1200 144      
112         20070810 1800 108      
113         20070810 1800 138      
114         20070811 0000 102      
