ArrayTaskID date     time lead time
0           20070204 0600 78       
1           20070204 0600 168      
2           20070204 1200 30       
3           20070204 1200 72       
4           20070204 1200 168      
5           20070204 1800 24       
6           20070204 1800 66       
7           20070204 1800 168      
8           20070205 0000 18       
9           20070205 0000 60       
10          20070205 0000 168      
11          20070205 0600 12       
12          20070205 0600 54       
13          20070205 0600 168      
14          20070205 1200 6        
15          20070205 1200 48       
16          20070205 1200 168      
17          20070205 1800 42       
18          20070205 1800 168      
19          20070206 0000 36       
20          20070206 0000 168      
21          20070206 0600 30       
22          20070206 0600 168      
23          20070206 1200 24       
24          20070206 1200 168      
25          20070206 1800 18       
26          20070206 1800 162      
27          20070207 0000 12       
28          20070207 0000 156      
29          20070207 0600 6        
30          20070207 0600 150      
31          20070207 1200 144      
32          20070207 1800 138      
33          20070208 0000 132      
34          20070208 0600 126      
35          20070208 1200 120      
36          20070208 1800 114      
37          20070209 0000 108      
38          20070209 0600 102      
39          20070209 1200 96       
40          20070209 1800 90       
41          20070210 0000 84       
42          20070210 0600 78       
43          20070210 1200 72       
44          20070210 1800 66       
45          20070211 0000 60       
46          20070211 0600 54       
47          20070211 1200 48       
48          20070211 1200 168      
49          20070211 1800 42       
50          20070211 1800 168      
51          20070212 0000 36       
52          20070212 0000 168      
53          20070212 0600 30       
54          20070212 0600 168      
55          20070212 1200 24       
56          20070212 1200 168      
57          20070212 1800 18       
58          20070212 1800 168      
59          20070213 0000 12       
60          20070213 0000 168      
61          20070213 0600 6        
62          20070213 0600 168      
63          20070213 1200 168      
64          20070213 1800 168      
65          20070214 0000 168      
66          20070214 0600 168      
67          20070214 1200 168      
68          20070214 1800 168      
69          20070215 0000 168      
70          20070215 0600 168      
71          20070215 1200 168      
72          20070215 1800 168      
73          20070216 0000 168      
74          20070216 0600 168      
75          20070216 1200 168      
76          20070216 1800 162      
77          20070217 0000 156      
78          20070217 0600 150      
79          20070217 1200 144      
80          20070217 1800 138      
81          20070218 0000 132      
82          20070218 0600 126      
83          20070218 1200 120      
84          20070218 1800 114      
85          20070219 0000 108      
86          20070219 0600 102      
87          20070219 0600 168      
88          20070219 1200 96       
89          20070219 1200 168      
90          20070219 1800 90       
91          20070219 1800 168      
92          20070220 0000 84       
93          20070220 0000 168      
94          20070220 0600 78       
95          20070220 0600 168      
96          20070220 1200 72       
97          20070220 1200 168      
98          20070220 1800 66       
99          20070220 1800 168      
100         20070221 0000 60       
101         20070221 0000 168      
102         20070221 0600 54       
103         20070221 0600 168      
104         20070221 1200 48       
105         20070221 1200 168      
106         20070221 1800 42       
107         20070221 1800 168      
108         20070222 0000 36       
109         20070222 0000 168      
110         20070222 0600 30       
111         20070222 0600 168      
112         20070222 1200 24       
113         20070222 1200 168      
114         20070222 1800 18       
115         20070222 1800 168      
116         20070223 0000 12       
117         20070223 0000 168      
118         20070223 0600 6        
119         20070223 0600 168      
120         20070223 1200 168      
121         20070223 1800 168      
122         20070224 0000 168      
123         20070224 0600 168      
124         20070224 1200 168      
125         20070224 1800 168      
126         20070225 0000 168      
127         20070225 0600 162      
128         20070225 0600 168      
129         20070225 1200 156      
130         20070225 1200 168      
131         20070225 1800 150      
132         20070225 1800 168      
133         20070226 0000 144      
134         20070226 0000 168      
135         20070226 0600 138      
136         20070226 0600 168      
137         20070226 1200 132      
138         20070226 1200 168      
139         20070226 1800 126      
140         20070226 1800 168      
141         20070227 0000 120      
142         20070227 0000 168      
143         20070227 0600 114      
144         20070227 0600 168      
145         20070227 1200 108      
146         20070227 1200 168      
147         20070227 1800 102      
148         20070227 1800 162      
149         20070227 1800 168      
150         20070228 0000 96       
151         20070228 0000 156      
152         20070228 0000 168      
153         20070228 0600 90       
154         20070228 0600 150      
155         20070228 0600 168      
156         20070228 1200 84       
157         20070228 1200 144      
158         20070228 1200 168      
159         20070228 1800 78       
160         20070228 1800 138      
161         20070228 1800 168      
162         20070301 0000 72       
163         20070301 0000 132      
164         20070301 0000 168      
165         20070301 0600 66       
166         20070301 0600 126      
167         20070301 0600 168      
168         20070301 1200 60       
169         20070301 1200 120      
170         20070301 1200 168      
171         20070301 1800 54       
172         20070301 1800 114      
173         20070301 1800 168      
174         20070302 0000 48       
175         20070302 0000 108      
176         20070302 0000 168      
177         20070302 0600 42       
178         20070302 0600 102      
179         20070302 0600 168      
180         20070302 1200 36       
181         20070302 1200 96       
182         20070302 1200 168      
183         20070302 1800 30       
184         20070302 1800 90       
185         20070302 1800 168      
186         20070303 0000 24       
187         20070303 0000 84       
188         20070303 0000 168      
189         20070303 0600 18       
190         20070303 0600 78       
191         20070303 0600 168      
192         20070303 1200 12       
193         20070303 1200 72       
194         20070303 1200 168      
195         20070303 1800 6        
196         20070303 1800 66       
197         20070303 1800 168      
198         20070304 0000 60       
199         20070304 0000 168      
200         20070304 0600 54       
201         20070304 0600 168      
202         20070304 1200 48       
203         20070304 1200 168      
204         20070304 1800 42       
205         20070304 1800 168      
206         20070305 0000 36       
207         20070305 0000 168      
208         20070305 0600 30       
209         20070305 0600 168      
210         20070305 1200 24       
211         20070305 1200 162      
212         20070305 1200 168      
213         20070305 1800 18       
214         20070305 1800 156      
215         20070305 1800 168      
216         20070306 0000 12       
217         20070306 0000 150      
218         20070306 0000 162      
219         20070306 0600 6        
220         20070306 0600 144      
221         20070306 0600 156      
222         20070306 1200 138      
223         20070306 1200 150      
224         20070306 1800 132      
225         20070306 1800 144      
226         20070307 0000 126      
227         20070307 0000 138      
228         20070307 0000 168      
229         20070307 0600 120      
230         20070307 0600 132      
231         20070307 0600 168      
232         20070307 1200 114      
233         20070307 1200 126      
234         20070307 1200 168      
235         20070307 1800 108      
236         20070307 1800 120      
237         20070307 1800 168      
238         20070308 0000 102      
239         20070308 0000 114      
240         20070308 0000 168      
241         20070308 0600 96       
242         20070308 0600 108      
243         20070308 0600 168      
244         20070308 1200 90       
245         20070308 1200 102      
246         20070308 1200 168      
247         20070308 1800 84       
248         20070308 1800 96       
249         20070308 1800 168      
250         20070309 0000 78       
251         20070309 0000 90       
252         20070309 0000 168      
253         20070309 0600 72       
254         20070309 0600 84       
255         20070309 0600 168      
256         20070309 1200 66       
257         20070309 1200 78       
258         20070309 1200 168      
259         20070309 1800 60       
260         20070309 1800 72       
261         20070309 1800 168      
262         20070310 0000 54       
263         20070310 0000 66       
264         20070310 0000 168      
265         20070310 0600 48       
266         20070310 0600 60       
267         20070310 0600 168      
268         20070310 1200 42       
269         20070310 1200 54       
270         20070310 1200 168      
271         20070310 1800 36       
272         20070310 1800 48       
273         20070310 1800 168      
274         20070311 0000 30       
275         20070311 0000 42       
276         20070311 0000 168      
277         20070311 0600 24       
278         20070311 0600 36       
279         20070311 0600 168      
280         20070311 1200 18       
281         20070311 1200 30       
282         20070311 1200 168      
283         20070311 1800 12       
284         20070311 1800 24       
285         20070311 1800 168      
286         20070312 0000 6        
287         20070312 0000 18       
288         20070312 0000 168      
289         20070312 0600 12       
290         20070312 0600 168      
291         20070312 1200 6        
292         20070312 1200 168      
293         20070312 1800 162      
294         20070313 0000 156      
295         20070313 0600 150      
296         20070313 1200 144      
297         20070313 1800 138      
298         20070314 0000 132      
299         20070314 0600 126      
