ArrayTaskID date     time lead time
0           20040101 0600 126      
1           20040101 1200 120      
2           20040101 1800 114      
3           20040102 0000 108      
4           20040102 0600 102      
5           20040102 1200 96       
6           20040102 1800 90       
7           20040103 0000 84       
8           20040103 0600 78       
9           20040103 1200 72       
10          20040103 1800 66       
11          20040104 0000 60       
12          20040104 0600 54       
13          20040104 1200 48       
14          20040104 1800 42       
15          20040105 0000 36       
16          20040105 0600 30       
17          20040105 1200 24       
18          20040105 1800 18       
19          20040106 0000 12       
20          20040106 0600 6        
